,tau
12820,38
12821,31
12822,7
12823,12
12824,3
12825,27
12826,31
12827,19
12828,30
12829,12
12830,29
12831,23
12832,10
12833,16
12834,20
12835,10
12836,6
12837,7
12838,10
12839,14
12840,21
12841,21
12842,19
12843,13
12844,34
12845,1
12846,8
12847,18
12848,13
12849,8
12850,16
12851,5
12852,15
12853,1
12854,6
12855,10
12856,1
12857,0
12858,16
12859,1
12860,3
12861,1
12862,12
12863,13
12864,0
12865,14
12866,7
12867,6
12868,0
12869,1
12870,1
12871,0
12872,9
12873,1
12874,3
12875,1
12876,1
12877,19
12878,4
12879,9
12880,20
12881,12
12882,12
12883,9
12884,14
12885,13
12886,10
12887,4
12888,0
12889,19
12890,10
12891,9
12892,17
12893,4
12894,5
12895,2
12896,12
12897,8
12898,36
12899,25
12900,19
12901,18
12902,20
12903,39
12904,20
12905,22
12906,23
12907,32
12908,5
12909,3
12910,7
12911,42
12912,8
12913,4
12914,32
12915,13
12916,8
12917,10
12918,18
12919,4
12920,13
12921,33
12922,11
12923,35
12924,0
12925,32
12926,20
12927,31
12928,13
12929,30
12930,7
12931,24
12932,11
12933,17
12934,15
12935,4
12936,21
12937,19
12938,20
12939,14
12940,22
12941,8
12942,8
12943,9
12944,35
12945,22
12946,2
12947,11
12948,28
12949,13
12950,17
12951,2
12952,16
12953,2
12954,0
12955,17
12956,11
12957,2
12958,0
12959,8
12960,7
12961,2
12962,1
12963,13
12964,0
12965,14
12966,0
12967,15
12968,7
12969,0
12970,2
12971,1
12972,9
12973,1
12974,6
12975,21
12976,18
12977,3
12978,11
12979,19
12980,10
12981,37
12982,13
12983,11
12984,5
12985,9
12986,9
12987,15
12988,14
12989,1
12990,14
12991,2
12992,4
12993,26
12994,6
12995,5
12996,2
12997,10
12998,5
12999,13
13000,5
13001,20
13002,24
13003,19
13004,23
13005,21
13006,12
13007,40
13008,6
13009,4
13010,14
13011,33
13012,9
13013,43
13014,34
13015,33
13016,9
13017,5
13018,14
13019,11
13020,8
13021,21
13022,5
13023,9
13024,9
13025,19
13026,14
13027,33
13028,21
13029,8
13030,32
13031,31
13032,14
13033,12
13034,18
13035,23
13036,25
13037,1
13038,21
13039,15
13040,20
13041,10
13042,12
13043,22
13044,36
13045,23
13046,3
13047,16
13048,22
13049,6
13050,38
13051,6
13052,18
13053,3
13054,6
13055,2
13056,12
13057,0
13058,1
13059,17
13060,0
13061,19
13062,4
13063,1
13064,2
13065,1
13066,0
13067,14
13068,6
13069,8
13070,10
13071,7
13072,8
13073,4
13074,3
13075,0
13076,9
13077,16
13078,2
13079,12
13080,12
13081,11
13082,14
13083,10
13084,18
13085,36
13086,27
13087,3
13088,10
13089,7
13090,15
13091,15
13092,0
13093,14
13094,5
13095,3
13096,11
13097,3
13098,7
13099,3
13100,7
13101,7
13102,22
13103,20
13104,6
13105,9
13106,13
13107,25
13108,24
13109,21
13110,23
13111,10
13112,44
13113,6
13114,34
13115,22
13116,10
13117,35
13118,34
13119,41
13120,24
13121,5
13122,10
13123,11
13124,4
13125,3
13126,15
13127,34
13128,9
13129,22
13130,33
13131,2
13132,17
13133,32
13134,0
13135,6
13136,13
13137,15
13138,10
13139,22
13140,26
13141,16
13142,23
13143,13
13144,24
13145,21
13146,37
13147,19
13148,12
13149,15
13150,15
13151,3
13152,1
13153,4
13154,0
13155,19
13156,13
13157,17
13158,2
13159,2
13160,18
13161,1
13162,5
13163,1
13164,3
13165,7
13166,0
13167,5
13168,1
13169,0
13170,7
13171,11
13172,0
13173,15
13174,2
13175,0
13176,0
13177,6
13178,39
13179,13
13180,13
13181,15
13182,4
13183,11
13184,12
13185,8
13186,28
13187,4
13188,11
13189,4
13190,10
13191,4
13192,16
13193,0
13194,37
13195,8
13196,4
13197,12
13198,16
13199,19
13200,0
13201,25
13202,1
13203,7
13204,11
13205,10
13206,25
13207,23
13208,21
13209,0
13210,36
13211,6
13212,11
13213,7
13214,8
13215,24
13216,11
13217,23
13218,4
13219,45
13220,8
13221,26
13222,7
13223,16
13224,14
13225,35
13226,16
13227,10
13228,18
13229,35
13230,23
13231,3
13232,34
13233,17
13234,14
13235,38
13236,11
13237,33
13238,23
13239,14
13240,27
13241,1
13242,12
13243,5
13244,25
13245,24
13246,22
13247,20
13248,22
13249,35
13250,14
13251,3
13252,1
13253,7
13254,3
13255,15
13256,17
13257,0
13258,2
13259,0
13260,14
13261,38
13262,1
13263,17
13264,2
13265,18
13266,4
13267,19
13268,6
13269,0
13270,6
13271,0
13272,12
13273,8
13274,5
13275,0
13276,16
13277,4
13278,40
13279,12
13280,14
13281,13
13282,12
13283,0
13284,16
13285,9
13286,5
13287,5
13288,5
13289,13
13290,16
13291,5
13292,3
13293,5
13294,29
13295,11
13296,9
13297,13
13298,2
13299,1
13300,7
13301,26
13302,8
13303,22
13304,9
13305,2
13306,1
13307,26
13308,11
13309,12
13310,37
13311,24
13312,25
13313,12
13314,5
13315,8
13316,1
13317,9
13318,12
13319,15
13320,39
13321,27
13322,15
13323,34
13324,23
13325,36
13326,11
13327,17
13328,4
13329,36
13330,19
13331,24
13332,35
13333,12
13334,18
13335,8
13336,15
13337,6
13338,24
13339,2
13340,17
13341,13
13342,28
13343,1
13344,25
13345,26
13346,15
13347,21
13348,24
13349,46
13350,13
13351,1
13352,2
13353,3
13354,8
13355,2
13356,17
13357,3
13358,39
13359,16
13360,18
13361,1
13362,0
13363,7
13364,0
13365,18
13366,5
13367,19
13368,0
13369,0
13370,13
13371,1
13372,0
13373,15
13374,6
13375,8
13376,4
13377,0
13378,15
13379,41
13380,6
13381,6
13382,2
13383,10
13384,12
13385,17
13386,3
13387,14
13388,6
13389,6
13390,4
13391,6
13392,17
13393,14
13394,10
13395,30
13396,4
13397,14
13398,5
13399,13
13400,13
13401,27
13402,27
13403,10
13404,16
13405,12
13406,3
13407,25
13408,2
13409,26
13410,47
13411,28
13412,6
13413,9
13414,9
13415,13
13416,25
13417,13
13418,2
13419,42
13420,24
13421,8
13422,23
13423,22
13424,16
13425,37
13426,12
13427,5
13428,18
13429,37
13430,20
13431,25
13432,36
13433,13
13434,14
13435,40
13436,7
13437,19
13438,25
13439,35
13440,3
13441,18
13442,2
13443,27
13444,26
13445,9
13446,29
13447,16
13448,14
13449,11
13450,16
13451,4
13452,3
13453,0
13454,2
13455,19
13456,8
13457,3
13458,40
13459,18
13460,2
13461,9
13462,17
13463,0
13464,1
13465,0
13466,19
13467,0
13468,14
13469,1
13470,9
13471,1
13472,6
13473,1
13474,16
13475,20
13476,4
13477,15
13478,16
13479,7
13480,10
13481,4
13482,7
13483,7
13484,7
13485,7
13486,3
13487,5
13488,13
13489,15
13490,7
13491,11
13492,15
13493,18
13494,6
13495,5
13496,31
13497,1
13498,14
13499,5
13500,25
13501,28
13502,9
13503,41
13504,4
13505,13
13506,17
13507,17
13508,27
13509,24
13510,48
13511,29
13512,7
13513,26
13514,28
13515,10
13516,14
13517,12
13518,15
13519,3
13520,30
13521,14
13522,11
13523,20
13524,27
13525,5
13526,13
13527,6
13528,21
13529,38
13530,19
13531,26
13532,3
13533,14
13534,37
13535,3
13536,15
13537,26
13538,23
13539,17
13540,4
13541,36
13542,3
13543,19
13544,10
13545,28
13546,0
13547,8
13548,43
13549,14
13550,8
13551,3
13552,10
13553,19
13554,0
13555,16
13556,1
13557,9
13558,0
13559,2
13560,4
13561,2
13562,1
13563,18
13564,10
13565,15
13566,2
13567,41
13568,0
13569,15
13570,21
13571,43
13572,0
13573,1
13574,16
13575,0
13576,4
13577,5
13578,17
13579,8
13580,8
13581,8
13582,4
13583,6
13584,8
13585,0
13586,6
13587,17
13588,14
13589,10
13590,8
13591,7
13592,16
13593,12
13594,0
13595,6
13596,17
13597,5
13598,32
13599,11
13600,18
13601,29
13602,8
13603,14
13604,31
13605,10
13606,42
13607,26
13608,18
13609,6
13610,15
13611,15
13612,27
13613,4
13614,9
13615,25
13616,16
13617,29
13618,15
13619,5
13620,28
13621,30
13622,28
13623,5
13624,20
13625,9
13626,14
13627,7
13628,22
13629,39
13630,20
13631,16
13632,27
13633,4
13634,15
13635,12
13636,38
13637,21
13638,24
13639,27
13640,4
13641,37
13642,18
13643,4
13644,11
13645,5
13646,29
13647,9
13648,9
13649,49
13650,13
13651,0
13652,2
13653,2
13654,1
13655,1
13656,6
13657,10
13658,11
13659,13
13660,17
13661,3
13662,17
13663,0
13664,1
13665,20
13666,11
13667,19
13668,44
13669,2
13670,5
13671,7
13672,5
13673,3
13674,18
13675,22
13676,5
13677,4
13678,18
13679,7
13680,1
13681,9
13682,7
13683,11
13684,44
13685,1
13686,9
13687,12
13688,9
13689,8
13690,15
13691,7
13692,11
13693,6
13694,3
13695,18
13696,33
13697,17
13698,2
13699,5
13700,2
13701,19
13702,32
13703,29
13704,43
13705,15
13706,7
13707,2
13708,9
13709,30
13710,6
13711,0
13712,27
13713,19
13714,17
13715,10
13716,6
13717,10
13718,31
13719,16
13720,29
13721,11
13722,21
13723,6
13724,30
13725,10
13726,8
13727,15
13728,0
13729,23
13730,17
13731,40
13732,16
13733,21
13734,28
13735,13
13736,5
13737,22
13738,39
13739,28
13740,38
13741,5
13742,25
13743,12
13744,5
13745,0
13746,19
13747,10
13748,28
13749,7
13750,19
13751,0
13752,2
13753,1
13754,12
13755,34
13756,6
13757,19
13758,4
13759,18
13760,45
13761,3
13762,12
13763,0
13764,0
13765,20
13766,12
13767,0
13768,0
13769,23
13770,14
13771,18
13772,0
13773,2
13774,3
13775,8
13776,11
13777,19
13778,8
13779,16
13780,10
13781,16
13782,10
13783,5
13784,8
13785,14
13786,9
13787,45
13788,10
13789,0
13790,4
13791,0
13792,13
13793,3
13794,4
13795,2
13796,16
13797,5
13798,7
13799,12
13800,33
13801,0
13802,1
13803,30
13804,8
13805,16
13806,10
13807,11
13808,44
13809,20
13810,11
13811,31
13812,18
13813,11
13814,3
13815,7
13816,20
13817,28
13818,17
13819,17
13820,1
13821,12
13822,3
13823,6
13824,14
13825,1
13826,16
13827,9
13828,24
13829,18
13830,11
13831,17
13832,29
13833,6
13834,41
13835,30
13836,7
13837,23
13838,40
13839,13
13840,6
13841,39
13842,29
13843,26
13844,22
13845,31
13846,20
13847,22
13848,9
13849,7
13850,0
13851,6
13852,46
13853,5
13854,13
13855,1
13856,14
13857,7
13858,1
13859,35
13860,3
13861,46
13862,1
13863,1
13864,13
13865,24
13866,1
13867,1
13868,19
13869,0
13870,0
13871,0
13872,0
13873,21
13874,15
13875,0
13876,13
13877,8
13878,11
13879,20
13880,9
13881,11
13882,10
13883,1
13884,17
13885,3
13886,9
13887,5
13888,11
13889,4
13890,4
13891,2
13892,20
13893,4
13894,6
13895,3
13896,12
13897,5
13898,17
13899,3
13900,2
13901,34
13902,12
13903,21
13904,45
13905,31
13906,17
13907,2
13908,2
13909,19
13910,8
13911,0
13912,13
13913,1
13914,0
13915,4
13916,8
13917,12
13918,21
13919,32
13920,11
13921,18
13922,9
13923,23
13924,31
13925,10
13926,17
13927,10
13928,25
13929,19
13930,12
13931,8
13932,18
13933,7
13934,30
13935,32
13936,41
13937,42
13938,24
13939,14
13940,4
13941,7
13942,40
13943,30
13944,23
13945,27
13946,15
13947,7
13948,29
13949,0
13950,12
13951,47
13952,2
13953,7
13954,6
13955,18
13956,2
13957,14
13958,4
13959,0
13960,7
13961,9
13962,8
13963,2
13964,16
13965,25
13966,47
13967,22
13968,1
13969,14
13970,1
13971,2
13972,14
13973,36
13974,12
13975,0
13976,1
13977,5
13978,18
13979,10
13980,21
13981,12
13982,12
13983,6
13984,11
13985,2
13986,4
13987,4
13988,10
13989,5
13990,1
13991,13
13992,3
13993,6
13994,1
13995,4
13996,5
13997,2
13998,21
13999,18
14000,46
14001,32
14002,33
14003,28
14004,18
14005,3
14006,12
14007,22
14008,9
14009,19
14010,5
14011,2
14012,3
14013,20
14014,13
14015,11
14016,0
14017,13
14018,22
14019,9
14020,10
14021,35
14022,16
14023,25
14024,1
14025,33
14026,11
14027,18
14028,26
14029,13
14030,20
14031,9
14032,8
14033,5
14034,31
14035,24
14036,19
14037,15
14038,3
14039,24
14040,42
14041,8
14042,43
14043,41
14044,13
14045,31
14046,32
14047,8
14048,11
14049,14
14050,7
14051,4
14052,8
14053,15
14054,19
14055,8
14056,3
14057,3
14058,13
14059,9
14060,0
14061,6
14062,2
14063,26
14064,37
14065,2
14066,3
14067,0
14068,17
14069,0
14070,2
14071,0
14072,0
14073,23
14074,7
14075,0
14076,10
14077,6
14078,2
14079,5
14080,11
14081,12
14082,5
14083,7
14084,5
14085,5
14086,1
14087,3
14088,19
14089,14
14090,1
14091,3
14092,48
14093,2
14094,22
14095,3
14096,13
14097,13
14098,19
14099,6
14100,47
14101,13
14102,25
14103,33
14104,17
14105,32
14106,10
14107,29
14108,19
14109,33
14110,0
14111,34
14112,4
14113,20
14114,12
14115,3
14116,23
14117,3
14118,14
14119,21
14120,11
14121,36
14122,42
14123,20
14124,4
14125,6
14126,0
14127,12
14128,14
14129,27
14130,19
14131,21
14132,10
14133,9
14134,6
14135,2
14136,26
14137,16
14138,32
14139,44
14140,9
14141,43
14142,1
14143,14
14144,25
14145,44
14146,4
14147,9
14148,14
14149,0
14150,7
14151,16
14152,0
14153,4
14154,5
14155,27
14156,14
14157,24
14158,0
14159,9
14160,9
14161,0
14162,4
14163,14
14164,4
14165,38
14166,0
14167,3
14168,0
14169,3
14170,0
14171,17
14172,10
14173,4
14174,1
14175,8
14176,3
14177,8
14178,6
14179,8
14180,0
14181,6
14182,12
14183,10
14184,12
14185,0
14186,13
14187,0
14188,6
14189,15
14190,23
14191,4
14192,49
14193,7
14194,4
14195,7
14196,1
14197,15
14198,11
14199,6
14200,37
14201,18
14202,48
14203,43
14204,33
14205,20
14206,11
14207,14
14208,26
14209,4
14210,4
14211,30
14212,5
14213,35
14214,34
14215,15
14216,22
14217,13
14218,7
14219,9
14220,34
14221,21
14222,45
14223,27
14224,12
14225,7
14226,13
14227,15
14228,1
14229,28
14230,20
14231,22
14232,11
14233,10
14234,7
14235,5
14236,17
14237,45
14238,15
14239,10
14240,5
14241,21
14242,33
14243,44
14244,3
14245,26
14246,2
14247,10
14248,7
14249,9
14250,15
14251,5
14252,1
14253,5
14254,4
14255,25
14256,0
14257,0
14258,10
14259,4
14260,2
14261,1
14262,10
14263,2
14264,1
14265,5
14266,11
14267,28
14268,6
14269,5
14270,1
14271,0
14272,1
14273,15
14274,39
14275,18
14276,16
14277,0
14278,13
14279,13
14280,5
14281,7
14282,24
14283,11
14284,8
14285,2
14286,7
14287,8
14288,5
14289,12
14290,14
14291,50
14292,17
14293,9
14294,8
14295,4
14296,1
14297,2
14298,1
14299,16
14300,10
14301,6
14302,27
14303,44
14304,5
14305,46
14306,22
14307,34
14308,21
14309,38
14310,8
14311,31
14312,19
14313,8
14314,14
14315,16
14316,0
14317,15
14318,10
14319,8
14320,12
14321,49
14322,35
14323,46
14324,27
14325,36
14326,16
14327,2
14328,14
14329,29
14330,12
14331,8
14332,11
14333,21
14334,6
14335,6
14336,23
14337,16
14338,11
14339,11
14340,3
14341,34
14342,22
14343,28
14344,45
14345,4
14346,13
14347,18
14348,35
14349,0
14350,16
14351,3
14352,2
14353,15
14354,26
14355,8
14356,3
14357,11
14358,0
14359,0
14360,0
14361,2
14362,12
14363,9
14364,0
14365,16
14366,1
14367,2
14368,2
14369,0
14370,2
14371,3
14372,5
14373,6
14374,5
14375,0
14376,6
14377,5
14378,23
14379,8
14380,6
14381,3
14382,25
14383,6
14384,14
14385,9
14386,9
14387,10
14388,14
14389,12
14390,51
14391,17
14392,1
14393,40
14394,18
14395,1
14396,13
14397,0
14398,3
14399,5
14400,28
14401,13
14402,36
14403,11
14404,6
14405,22
14406,23
14407,9
14408,7
14409,9
14410,39
14411,50
14412,9
14413,15
14414,11
14415,35
14416,6
14417,36
14418,20
14419,7
14420,46
14421,47
14422,7
14423,32
14424,28
14425,17
14426,3
14427,15
14428,7
14429,30
14430,12
14431,9
14432,13
14433,22
14434,47
14435,29
14436,17
14437,19
14438,45
14439,12
14440,4
14441,12
14442,35
14443,23
14444,5
14445,14
14446,0
14447,24
14448,1
14449,16
14450,12
14451,6
14452,7
14453,6
14454,0
14455,6
14456,18
14457,0
14458,0
14459,0
14460,1
14461,4
14462,0
14463,0
14464,1
14465,0
14466,1
14467,2
14468,0
14469,1
14470,13
14471,27
14472,0
14473,0
14474,14
14475,17
14476,41
14477,0
14478,15
14479,0
14480,9
14481,4
14482,17
14483,26
14484,1
14485,7
14486,0
14487,24
14488,0
14489,11
14490,2
14491,10
14492,52
14493,15
14494,19
14495,0
14496,0
14497,10
14498,2
14499,4
14500,10
14501,12
14502,10
14503,46
14504,14
14505,1
14506,15
14507,23
14508,7
14509,8
14510,48
14511,7
14512,10
14513,8
14514,29
14515,40
14516,37
14517,5
14518,36
14519,2
14520,24
14521,37
14522,47
14523,20
14524,29
14525,18
14526,4
14527,8
14528,16
14529,13
14530,10
14531,31
14532,48
14533,18
14534,14
14535,30
14536,23
14537,16
14538,36
14539,5
14540,13
14541,6
14542,24
14543,13
14544,8
14545,1
14546,12
14547,25
14548,16
14549,51
14550,1
14551,7
14552,8
14553,7
14554,0
14555,1
14556,0
14557,1
14558,0
14559,0
14560,2
14561,0
14562,7
14563,15
14564,1
14565,2
14566,1
14567,4
14568,0
14569,2
14570,2
14571,18
14572,2
14573,3
14574,16
14575,19
14576,11
14577,1
14578,1
14579,17
14580,0
14581,1
14582,2
14583,12
14584,27
14585,5
14586,1
14587,11
14588,10
14589,3
14590,5
14591,53
14592,3
14593,1
14594,20
14595,0
14596,42
14597,1
14598,18
14599,8
14600,41
14601,11
14602,11
14603,13
14604,8
14605,11
14606,9
14607,31
14608,14
14609,15
14610,24
14611,3
14612,8
14613,9
14614,30
14615,38
14616,6
14617,38
14618,49
14619,25
14620,16
14621,47
14622,24
14623,2
14624,17
14625,19
14626,9
14627,5
14628,32
14629,14
14630,17
14631,11
14632,19
14633,49
14634,48
14635,15
14636,21
14637,6
14638,7
14639,2
14640,37
14641,14
14642,25
14643,13
14644,9
14645,30
14646,26
14647,19
14648,52
14649,37
14650,3
14651,2
14652,3
14653,1
14654,2
14655,0
14656,2
14657,3
14658,1
14659,1
14660,17
14661,4
14662,0
14663,1
14664,5
14665,3
14666,7
14667,23
14668,6
14669,16
14670,1
14671,0
14672,3
14673,8
14674,2
14675,9
14676,19
14677,2
14678,4
14679,13
14680,2
14681,12
14682,11
14683,28
14684,17
14685,21
14686,54
14687,4
14688,18
14689,6
14690,3
14691,43
14692,2
14693,6
14694,2
14695,12
14696,2
14697,2
14698,8
14699,9
14700,53
14701,9
14702,32
14703,12
14704,12
14705,12
14706,49
14707,26
14708,16
14709,5
14710,10
14711,31
14712,15
14713,48
14714,17
14715,39
14716,25
14717,7
14718,5
14719,38
14720,42
14721,9
14722,10
14723,26
14724,14
14725,50
14726,20
14727,10
14728,6
14729,15
14730,20
14731,50
14732,18
14733,12
14734,33
14735,31
14736,16
14737,7
14738,25
14739,8
14740,14
14741,22
14742,4
14743,38
14744,15
14745,3
14746,10
14747,27
14748,3
14749,14
14750,13
14751,3
14752,3
14753,4
14754,10
14755,3
14756,3
14757,5
14758,4
14759,2
14760,4
14761,1
14762,6
14763,0
14764,3
14765,4
14766,13
14767,2
14768,2
14769,3
14770,0
14771,0
14772,3
14773,24
14774,18
14775,1
14776,4
14777,1
14778,3
14779,55
14780,29
14781,18
14782,3
14783,44
14784,7
14785,7
14786,3
14787,10
14788,22
14789,12
14790,4
14791,8
14792,4
14793,9
14794,18
14795,2
14796,19
14797,9
14798,3
14799,10
14800,4
14801,13
14802,49
14803,4
14804,13
14805,50
14806,13
14807,27
14808,6
14809,33
14810,17
14811,54
14812,11
14813,10
14814,16
14815,6
14816,32
14817,40
14818,15
14819,8
14820,32
14821,10
14822,16
14823,21
14824,11
14825,11
14826,7
14827,21
14828,51
14829,16
14830,19
14831,13
14832,34
14833,0
14834,28
14835,23
14836,4
14837,17
14838,15
14839,5
14840,27
14841,15
14842,4
14843,11
14844,9
14845,26
14846,39
14847,8
14848,26
14849,39
14850,23
14851,0
14852,2
14853,25
14854,4
14855,4
14856,6
14857,5
14858,5
14859,7
14860,11
14861,19
14862,5
14863,1
14864,57
14865,4
14866,1
14867,0
14868,4
14869,0
14870,41
14871,0
14872,14
14873,0
14874,4
14875,4
14876,5
14877,9
14878,18
14879,56
14880,8
14881,4
14882,5
14883,2
14884,8
14885,11
14886,2
14887,11
14888,45
14889,3
14890,4
14891,19
14892,5
14893,4
14894,5
14895,13
14896,19
14897,10
14898,3
14899,10
14900,50
14901,5
14902,7
14903,14
14904,33
14905,1
14906,17
14907,5
14908,14
14909,51
14910,12
14911,14
14912,55
14913,34
14914,11
14915,16
14916,18
14917,24
14918,33
14919,11
14920,24
14921,28
14922,27
14923,16
14924,40
14925,0
14926,0
14927,12
14928,22
14929,8
14930,22
14931,52
14932,17
14933,14
14934,20
14935,12
14936,35
14937,41
14938,5
14939,12
14940,9
14941,29
14942,6
14943,5
14944,28
14945,18
14946,10
14947,16
14948,15
14949,7
14950,3
14951,14
14952,6
14953,2
14954,0
14955,1
14956,0
14957,58
14958,6
14959,8
14960,11
14961,5
14962,2
14963,6
14964,7
14965,0
14966,5
14967,5
14968,5
14969,0
14970,0
14971,4
14972,9
14973,5
14974,3
14975,12
14976,5
14977,26
14978,4
14979,57
14980,6
14981,17
14982,3
14983,12
14984,9
14985,19
14986,4
14987,11
14988,46
14989,5
14990,9
14991,6
14992,6
14993,0
14994,12
14995,6
14996,1
14997,1
14998,10
14999,1
15000,34
15001,25
15002,6
15003,8
15004,15
15005,15
15006,6
15007,18
15008,28
15009,8
15010,56
15011,52
15012,12
15013,29
15014,25
15015,4
15016,15
15017,2
15018,105
15019,35
15020,13
15021,51
15022,19
15023,1
15024,0
15025,17
15026,13
15027,23
15028,1
15029,9
15030,23
15031,0
15032,53
15033,18
15034,17
15035,41
15036,15
15037,13
15038,21
15039,36
15040,6
15041,7
15042,6
15043,30
15044,29
15045,10
15046,11
15047,17
15048,10
15049,7
15050,0
15051,3
15052,59
15053,6
15054,6
15055,3
15056,0
15057,10
15058,2
15059,1
15060,1
15061,13
15062,6
15063,8
15064,9
15065,18
15066,6
15067,0
15068,0
15069,5
15070,1
15071,6
15072,34
15073,1
15074,7
15075,0
15076,7
15077,15
15078,5
15079,4
15080,16
15081,47
15082,19
15083,7
15084,5
15085,12
15086,13
15087,12
15088,13
15089,2
15090,58
15091,7
15092,10
15093,2
15094,11
15095,6
15096,27
15097,18
15098,4
15099,7
15100,19
15101,29
15102,35
15103,14
15104,16
15105,11
15106,52
15107,9
15108,7
15109,26
15110,6
15111,53
15112,3
15113,13
15114,5
15115,26
15116,57
15117,11
15118,30
15119,1
15120,6
15121,16
15122,20
15123,8
15124,9
15125,36
15126,14
15127,2
15128,24
15129,24
15130,10
15131,19
15132,54
15133,18
15134,18
15135,7
15136,14
15137,1
15138,7
15139,7
15140,16
15141,37
15142,31
15143,1
15144,30
15145,42
15146,12
15147,22
15148,2
15149,48
15150,16
15151,59
15152,4
15153,19
15154,14
15155,16
15156,7
15157,7
15158,3
15159,0
15160,1
15161,8
15162,2
15163,2
15164,7
15165,0
15166,8
15167,0
15168,9
15169,19
15170,11
15171,1
15172,17
15173,0
15174,4
15175,0
15176,6
15177,2
15178,5
15179,0
15180,14
15181,3
15182,8
15183,8
15184,14
15185,0
15186,13
15187,8
15188,18
15189,0
15190,3
15191,6
15192,5
15193,8
15194,7
15195,60
15196,11
15197,13
15198,12
15199,28
15200,17
15201,10
15202,43
15203,0
15204,0
15205,21
15206,13
15207,27
15208,37
15209,8
15210,0
15211,7
15212,20
15213,15
15214,36
15215,0
15216,6
15217,14
15218,27
15219,30
15220,31
15221,4
15222,8
15223,17
15224,10
15225,3
15226,3
15227,15
15228,0
15229,11
15230,25
15231,25
15232,20
15233,55
15234,15
15235,53
15236,19
15237,9
15238,2
15239,8
15240,8
15241,23
15242,38
15243,2
15244,17
15245,32
15246,1
15247,19
15248,0
15249,0
15250,4
15251,3
15252,12
15253,15
15254,0
15255,5
15256,0
15257,14
15258,5
15259,11
15260,0
15261,6
15262,0
15263,0
15264,9
15265,3
15266,4
15267,0
15268,8
15269,0
15270,0
15271,0
15272,1
15273,2
15274,8
15275,7
15276,0
15277,49
15278,0
15279,0
15280,6
15281,12
15282,12
15283,18
15284,1
15285,14
15286,9
15287,4
15288,9
15289,19
15290,9
