fecha,posicion,cancion,artista,es_colaboracion
2016-07-28,1082,No,Meghan Trainor,0
2016-07-28,1096,Lockjaw,French MontanaFeaturingKodak Black,1
2016-07-28,1110,M.I.L.F. $,Fergie,0
2016-07-28,1124,Night's On Fire,David Nail,0
2016-07-28,1138,Brand New,Ben Rector,0
2016-07-28,1152,You Don't Own Me,Grace FeaturingG-Eazy,1
2016-07-28,1166,Noise,Kenny Chesney,0
2016-07-28,1180,Light It Up,Major LazerFeaturingNyla& Fuse ODG,1
2016-07-28,1194,Duele El Corazon,Enrique IglesiasFeat.Wisinor Tinashe & Javada,1
2016-07-28,1208,Why You Always Hatin?,YGFeaturingDrake&Kamaiyah,1
2016-07-28,1222,Famous,Kanye West,0
2016-07-28,1236,You Was Right,Lil Uzi Vert,0
2016-07-28,1250,Came Here To Forget,Blake Shelton,0
2016-07-28,1264,You & Me,Marc E. BassyFeaturingG-Eazy,1
2016-07-28,1278,Bored To Death,blink-182,0
2016-07-28,1292,Childs Play,Drake,0
2016-07-28,1306,Ophelia,The Lumineers,0
2016-07-28,1320,La Bicicleta,Carlos Vives&Shakira,1
2016-07-28,1334,Body,Dreezy FeaturingJeremih,1
2016-07-28,1348,Lush Life,Zara Larsson,0
2016-07-28,1362,No Problem,Chance the RapperFeaturingLil Wayne&2 Chainz,1
2016-07-28,1376,No Money,Galantis,0
2016-07-28,1390,"Father Stretch My Hands, Pt. 1",Kanye West,0
2016-07-21,4,One Dance,DrakeFeaturingWizkid&Kyla,1
2016-07-21,18,Can't Stop The Feeling!,Justin Timberlake,0
2016-07-21,32,Don't Let Me Down,The ChainsmokersFeaturingDaya,1
2016-07-21,46,This Is What You Came For,Calvin HarrisFeaturingRihanna,1
2016-07-21,60,Cheap Thrills,SiaFeaturingSean Paul,1
2016-07-21,74,Panda,Desiigner,0
2016-07-21,88,Needed Me,Rihanna,0
2016-07-21,102,Ride,Twenty One Pilots,0
2016-07-21,116,Don't Mind,Kent Jones,0
2016-07-21,130,Work From Home,Fifth HarmonyFeaturingTy Dolla $ign,1
2016-07-21,144,Just Like Fire,P!nk,0
2016-07-21,158,Send My Love (To Your New Lover),Adele,0
2016-07-21,172,I Took A Pill In Ibiza,Mike Posner,0
2016-07-21,186,H.O.L.Y.,Florida Georgia Line,0
2016-07-21,200,Me Too,Meghan Trainor,0
2016-07-21,214,Let It Go,James Bay,0
2016-07-21,228,7 Years,Lukas Graham,0
2016-07-21,242,Controlla,Drake,0
2016-07-21,256,Work,RihannaFeaturingDrake,1
2016-07-21,270,For Free,DJ KhaledFeaturingDrake,1
2016-07-21,284,Dangerous Woman,Ariana Grande,0
2016-07-21,298,Too Good,DrakeFeaturingRihanna,1
2016-07-21,312,Stressed Out,Twenty One Pilots,0
2016-07-21,326,Close,Nick JonasFeaturingTove Lo,1
2016-07-21,340,Lost Boy,Ruth B,0
2016-07-21,354,Heathens,Twenty One Pilots,0
2016-07-21,368,Sorry,Beyonce,0
2016-07-21,382,Love Yourself,Justin Bieber,0
2016-07-21,396,Low Life,FutureFeaturingThe Weeknd,1
2016-07-21,410,My House,Flo Rida,0
2016-07-21,424,Cake By The Ocean,DNCE,0
2016-07-21,438,Never Be Like You,FlumeFeaturing Kai,1
2016-07-21,452,All The Way Up,"Fat Joe,Remy Ma& Jay Z FeaturingFrench Montana&Infared",1
2016-07-21,466,M.I.L.F. $,Fergie,0
2016-07-21,480,Treat You Better,Shawn Mendes,0
2016-07-21,494,Never Forget You,Zara Larsson&MNEK,1
2016-07-21,508,All In My Head (Flex),Fifth HarmonyFeaturingFetty Wap,1
2016-07-21,522,Pillowtalk,ZAYN,0
2016-07-21,536,Sorry,Justin Bieber,0
2016-07-21,550,Cut It,O.T. GenasisFeaturingYoung Dolph,1
2016-07-21,564,Into You,Ariana Grande,0
2016-07-21,578,"Me, Myself & I",G-EazyxBebe Rexha,0
2016-07-21,592,Broccoli,D.R.A.M. FeaturingLil Yachty,1
2016-07-21,606,Unsteady,X Ambassadors,0
2016-07-21,620,Church Bells,Carrie Underwood,0
2016-07-21,634,Wicked,Future,0
2016-07-21,648,Lights Come On,Jason Aldean,0
2016-07-21,662,We Don't Talk Anymore,Charlie PuthFeaturingSelena Gomez,1
2016-07-21,676,Oui,Jeremih,0
2016-07-21,690,Wake Up,Fetty Wap,0
2016-07-21,704,Kill Em With Kindness,Selena Gomez,0
2016-07-21,718,Toothbrush,DNCE,0
2016-07-21,732,Record Year,Eric Church,0
2016-07-21,746,Gold,Kiiara,0
2016-07-21,760,Head Over Boots,Jon Pardi,0
2016-07-21,774,I Got The Keys,DJ KhaledFeaturing Jay Z &Future,1
2016-07-21,788,Uber Everywhere,MadeinTYO,0
2016-07-21,802,You Don't Own Me,Grace FeaturingG-Eazy,1
2016-07-21,816,Wasted Time,Keith Urban,0
2016-07-21,830,I Hate U I Love U,GnashFeaturing Olivia O'Brien,1
2016-07-21,844,Hymn For The Weekend,Coldplay,0
2016-07-21,858,"Huntin', Fishin' And Lovin' Every Day",Luke Bryan,0
2016-07-21,872,Peter Pan,Kelsea Ballerini,0
2016-07-21,886,THat Part,ScHoolboy QFeaturingKanye West,1
2016-07-21,900,From The Ground Up,Dan + Shay,0
2016-07-21,914,Pop Style,DrakeFeaturing The Throne,1
2016-07-21,928,Wherever I Go,OneRepublic,0
2016-07-21,942,T-Shirt,Thomas Rhett,0
2016-07-21,956,"Sit Still, Look Pretty",Daya,0
2016-07-21,970,Make You Miss Me,Sam Hunt,0
2016-07-21,984,American Country Love Song,Jake Owen,0
2016-07-21,998,Fix,Chris Lane,0
2016-07-21,1012,Noise,Kenny Chesney,0
2016-07-21,1026,My PYT,Wale,0
2016-07-21,1040,Famous,Kanye West,0
2016-07-21,1054,No Limit,UsherFeaturingYoung Thug,1
2016-07-21,1068,Wild Things,Alessia Cara,0
2016-07-21,1082,No,Meghan Trainor,0
2016-07-21,1096,The Sound Of Silence,Disturbed,0
2016-07-21,1110,Sucker For Pain,"Lil Wayne,Wiz Khalifa&Imagine DragonsWithLogic&Ty Dolla $ignFeat.X Ambassadors",1
2016-07-21,1124,She's Got A Way With Words,Blake Shelton,0
2016-07-21,1138,Different For Girls,Dierks BentleyFeaturingElle King,1
2016-07-21,1152,With You Tonight / Hasta El Amanecer,Nicky Jam,0
2016-07-21,1166,Luv,Tory Lanez,0
2016-07-21,1180,Bored To Death,blink-182,0
2016-07-21,1194,Came Here To Forget,Blake Shelton,0
2016-07-21,1208,Light It Up,Major LazerFeaturingNyla& Fuse ODG,1
2016-07-21,1222,Messin' Around,PitbullFeaturingEnrique Iglesias,1
2016-07-21,1236,Money Longer,Lil Uzi Vert,0
2016-07-21,1250,Night's On Fire,David Nail,0
2016-07-21,1264,Why You Always Hatin?,YGFeaturingDrake&Kamaiyah,1
2016-07-21,1278,Childs Play,Drake,0
2016-07-21,1292,Body,Dreezy FeaturingJeremih,1
2016-07-21,1306,Brand New,Ben Rector,0
2016-07-21,1320,Still Here,Drake,0
2016-07-21,1334,Ophelia,The Lumineers,0
2016-07-21,1348,Hype,Drake,0
2016-07-21,1362,Lockjaw,French MontanaFeaturingKodak Black,1
2016-07-21,1376,No Problem,Chance the RapperFeaturingLil Wayne&2 Chainz,1
2016-07-21,1390,Flexicution,Logic,0
2016-07-14,4,One Dance,DrakeFeaturingWizkid&Kyla,1
2016-07-14,18,Can't Stop The Feeling!,Justin Timberlake,0
2016-07-14,32,Don't Let Me Down,The ChainsmokersFeaturingDaya,1
2016-07-14,46,Panda,Desiigner,0
2016-07-14,60,This Is What You Came For,Calvin HarrisFeaturingRihanna,1
2016-07-14,74,Cheap Thrills,SiaFeaturingSean Paul,1
2016-07-14,88,Needed Me,Rihanna,0
2016-07-14,102,Don't Mind,Kent Jones,0
2016-07-14,116,Ride,Twenty One Pilots,0
2016-07-14,130,Work From Home,Fifth HarmonyFeaturingTy Dolla $ign,1
2016-07-14,144,I Took A Pill In Ibiza,Mike Posner,0
2016-07-14,158,Just Like Fire,P!nk,0
2016-07-14,172,Send My Love (To Your New Lover),Adele,0
2016-07-14,186,H.O.L.Y.,Florida Georgia Line,0
2016-07-14,200,7 Years,Lukas Graham,0
2016-07-14,214,Me Too,Meghan Trainor,0
2016-07-14,228,Dangerous Woman,Ariana Grande,0
2016-07-14,242,Heathens,Twenty One Pilots,0
2016-07-14,256,Controlla,Drake,0
2016-07-14,270,Work,RihannaFeaturingDrake,1
2016-07-14,284,Close,Nick JonasFeaturingTove Lo,1
2016-07-14,298,For Free,DJ KhaledFeaturingDrake,1
2016-07-14,312,Stressed Out,Twenty One Pilots,0
2016-07-14,326,Let It Go,James Bay,0
2016-07-14,340,Lost Boy,Ruth B,0
2016-07-14,354,Sorry,Beyonce,0
2016-07-14,368,Too Good,DrakeFeaturingRihanna,1
2016-07-14,382,Love Yourself,Justin Bieber,0
2016-07-14,396,My House,Flo Rida,0
2016-07-14,410,All The Way Up,"Fat Joe,Remy Ma& Jay Z FeaturingFrench Montana&Infared",1
2016-07-14,424,Low Life,FutureFeaturingThe Weeknd,1
2016-07-14,438,Sucker For Pain,"Lil Wayne,Wiz Khalifa&Imagine DragonsWithLogic&Ty Dolla $ignFeat.X Ambassadors",1
2016-07-14,452,Never Forget You,Zara Larsson&MNEK,1
2016-07-14,466,Cake By The Ocean,DNCE,0
2016-07-14,480,Never Be Like You,FlumeFeaturing Kai,1
2016-07-14,494,Pillowtalk,ZAYN,0
2016-07-14,508,Sorry,Justin Bieber,0
2016-07-14,522,Treat You Better,Shawn Mendes,0
2016-07-14,536,Cut It,O.T. GenasisFeaturingYoung Dolph,1
2016-07-14,550,All In My Head (Flex),Fifth HarmonyFeaturingFetty Wap,1
2016-07-14,564,"Me, Myself & I",G-EazyxBebe Rexha,0
2016-07-14,578,Kill Em With Kindness,Selena Gomez,0
2016-07-14,592,Wicked,Future,0
2016-07-14,606,Oui,Jeremih,0
2016-07-14,620,Church Bells,Carrie Underwood,0
2016-07-14,634,Lights Come On,Jason Aldean,0
2016-07-14,648,Into You,Ariana Grande,0
2016-07-14,662,Broccoli,D.R.A.M. FeaturingLil Yachty,1
2016-07-14,676,We Don't Talk Anymore,Charlie PuthFeaturingSelena Gomez,1
2016-07-14,690,Really Really,Kevin Gates,0
2016-07-14,704,Wasted Time,Keith Urban,0
2016-07-14,718,"Huntin', Fishin' And Lovin' Every Day",Luke Bryan,0
2016-07-14,732,Uber Everywhere,MadeinTYO,0
2016-07-14,746,I Hate U I Love U,GnashFeaturing Olivia O'Brien,1
2016-07-14,760,Wake Up,Fetty Wap,0
2016-07-14,774,I Got The Keys,DJ KhaledFeaturing Jay Z &Future,1
2016-07-14,788,Record Year,Eric Church,0
2016-07-14,802,Pop Style,DrakeFeaturing The Throne,1
2016-07-14,816,Head Over Boots,Jon Pardi,0
2016-07-14,830,Unsteady,X Ambassadors,0
2016-07-14,844,T-Shirt,Thomas Rhett,0
2016-07-14,858,No,Meghan Trainor,0
2016-07-14,872,Gold,Kiiara,0
2016-07-14,886,THat Part,ScHoolboy QFeaturingKanye West,1
2016-07-14,900,From The Ground Up,Dan + Shay,0
2016-07-14,914,Wild Things,Alessia Cara,0
2016-07-14,928,Peter Pan,Kelsea Ballerini,0
2016-07-14,942,Wherever I Go,OneRepublic,0
2016-07-14,956,"Sit Still, Look Pretty",Daya,0
2016-07-14,970,Toothbrush,DNCE,0
2016-07-14,984,Famous,Kanye West,0
2016-07-14,998,Make You Miss Me,Sam Hunt,0
2016-07-14,1012,American Country Love Song,Jake Owen,0
2016-07-14,1026,Noise,Kenny Chesney,0
2016-07-14,1040,You Don't Own Me,Grace FeaturingG-Eazy,1
2016-07-14,1054,Fix,Chris Lane,0
2016-07-14,1068,Hymn For The Weekend,Coldplay,0
2016-07-14,1082,My PYT,Wale,0
2016-07-14,1096,The Sound Of Silence,Disturbed,0
2016-07-14,1110,No Limit,UsherFeaturingYoung Thug,1
2016-07-14,1124,Came Here To Forget,Blake Shelton,0
2016-07-14,1138,Different For Girls,Dierks BentleyFeaturingElle King,1
2016-07-14,1152,Light It Up,Major LazerFeaturingNyla& Fuse ODG,1
2016-07-14,1166,Hype,Drake,0
2016-07-14,1180,With You Tonight / Hasta El Amanecer,Nicky Jam,0
2016-07-14,1194,She's Got A Way With Words,Blake Shelton,0
2016-07-14,1208,Think Of You,Chris YoungDuet WithCassadee Pope,0
2016-07-14,1222,Childs Play,Drake,0
2016-07-14,1236,Money Longer,Lil Uzi Vert,0
2016-07-14,1250,Body,Dreezy FeaturingJeremih,1
2016-07-14,1264,Grammys,DrakeFeaturingFuture,1
2016-07-14,1278,Try Everything,Shakira,0
2016-07-14,1292,Still Here,Drake,0
2016-07-14,1306,Night's On Fire,David Nail,0
2016-07-14,1320,"Father Stretch My Hands, Pt. 1",Kanye West,0
2016-07-14,1334,Luv,Tory Lanez,0
2016-07-14,1348,No Problem,Chance the RapperFeaturingLil Wayne&2 Chainz,1
2016-07-14,1362,Champions,"Kanye West,Gucci Mane,Big Sean,2 Chainz, Travi$ Scott,Yo Gotti,Quavo,Desiigner",1
2016-07-14,1376,Why You Always Hatin?,YGFeaturingDrake&Kamaiyah,1
2016-07-14,1390,Dark Necessities,Red Hot Chili Peppers,0
2016-07-07,4,One Dance,DrakeFeaturingWizkid&Kyla,1
2016-07-07,18,Can't Stop The Feeling!,Justin Timberlake,0
2016-07-07,32,Panda,Desiigner,0
2016-07-07,46,Don't Let Me Down,The ChainsmokersFeaturingDaya,1
2016-07-07,60,This Is What You Came For,Calvin HarrisFeaturingRihanna,1
2016-07-07,74,Cheap Thrills,SiaFeaturingSean Paul,1
2016-07-07,88,Work From Home,Fifth HarmonyFeaturingTy Dolla $ign,1
2016-07-07,102,Needed Me,Rihanna,0
2016-07-07,116,Don't Mind,Kent Jones,0
2016-07-07,130,Ride,Twenty One Pilots,0
2016-07-07,144,I Took A Pill In Ibiza,Mike Posner,0
2016-07-07,158,Just Like Fire,P!nk,0
2016-07-07,172,7 Years,Lukas Graham,0
2016-07-07,186,Heathens,Twenty One Pilots,0
2016-07-07,200,Dangerous Woman,Ariana Grande,0
2016-07-07,214,Work,RihannaFeaturingDrake,1
2016-07-07,228,H.O.L.Y.,Florida Georgia Line,0
2016-07-07,242,Me Too,Meghan Trainor,0
2016-07-07,256,Send My Love (To Your New Lover),Adele,0
2016-07-07,270,Controlla,Drake,0
2016-07-07,284,Close,Nick JonasFeaturingTove Lo,1
2016-07-07,298,Stressed Out,Twenty One Pilots,0
2016-07-07,312,Let It Go,James Bay,0
2016-07-07,326,Lost Boy,Ruth B,0
2016-07-07,340,Love Yourself,Justin Bieber,0
2016-07-07,354,My House,Flo Rida,0
2016-07-07,368,Too Good,DrakeFeaturingRihanna,1
2016-07-07,382,Never Forget You,Zara Larsson&MNEK,1
2016-07-07,396,Cake By The Ocean,DNCE,0
2016-07-07,410,Pillowtalk,ZAYN,0
2016-07-07,424,Low Life,FutureFeaturingThe Weeknd,1
2016-07-07,438,Sorry,Beyonce,0
2016-07-07,452,For Free,DJ KhaledFeaturingDrake,1
2016-07-07,466,All The Way Up,"Fat Joe,Remy Ma& Jay Z FeaturingFrench Montana&Infared",1
2016-07-07,480,Never Be Like You,FlumeFeaturing Kai,1
2016-07-07,494,"Me, Myself & I",G-EazyxBebe Rexha,0
2016-07-07,508,Sorry,Justin Bieber,0
2016-07-07,522,Cut It,O.T. GenasisFeaturingYoung Dolph,1
2016-07-07,536,Kill Em With Kindness,Selena Gomez,0
2016-07-07,550,Oui,Jeremih,0
2016-07-07,564,Wicked,Future,0
2016-07-07,578,"Huntin', Fishin' And Lovin' Every Day",Luke Bryan,0
2016-07-07,592,Church Bells,Carrie Underwood,0
2016-07-07,606,Into You,Ariana Grande,0
2016-07-07,620,2 Phones,Kevin Gates,0
2016-07-07,634,Really Really,Kevin Gates,0
2016-07-07,648,Pop Style,DrakeFeaturing The Throne,1
2016-07-07,662,No,Meghan Trainor,0
2016-07-07,676,Lights Come On,Jason Aldean,0
2016-07-07,690,Treat You Better,Shawn Mendes,0
2016-07-07,704,Uber Everywhere,MadeinTYO,0
2016-07-07,718,Humble And Kind,Tim McGraw,0
2016-07-07,732,Wake Up,Fetty Wap,0
2016-07-07,746,Head Over Boots,Jon Pardi,0
2016-07-07,760,I Hate U I Love U,GnashFeaturing Olivia O'Brien,1
2016-07-07,774,T-Shirt,Thomas Rhett,0
2016-07-07,788,Wasted Time,Keith Urban,0
2016-07-07,802,Wild Things,Alessia Cara,0
2016-07-07,816,Record Year,Eric Church,0
2016-07-07,830,Unsteady,X Ambassadors,0
2016-07-07,844,We Don't Talk Anymore,Charlie PuthFeaturingSelena Gomez,1
2016-07-07,858,You Don't Own Me,Grace FeaturingG-Eazy,1
2016-07-07,872,From The Ground Up,Dan + Shay,0
2016-07-07,886,Gold,Kiiara,0
2016-07-07,900,Broccoli,D.R.A.M. FeaturingLil Yachty,1
2016-07-07,914,Wherever I Go,OneRepublic,0
2016-07-07,928,Dark Necessities,Red Hot Chili Peppers,0
2016-07-07,942,Peter Pan,Kelsea Ballerini,0
2016-07-07,956,THat Part,ScHoolboy QFeaturingKanye West,1
2016-07-07,970,Came Here To Forget,Blake Shelton,0
2016-07-07,984,The Sound Of Silence,Disturbed,0
2016-07-07,998,American Country Love Song,Jake Owen,0
2016-07-07,1012,Make You Miss Me,Sam Hunt,0
2016-07-07,1026,Noise,Kenny Chesney,0
2016-07-07,1040,"Sit Still, Look Pretty",Daya,0
2016-07-07,1054,Body,Dreezy FeaturingJeremih,1
2016-07-07,1068,Hype,Drake,0
2016-07-07,1082,All In My Head (Flex),Fifth HarmonyFeaturingFetty Wap,1
2016-07-07,1096,Champions,"Kanye West,Gucci Mane,Big Sean,2 Chainz, Travi$ Scott,Yo Gotti,Quavo,Desiigner",1
2016-07-07,1110,My PYT,Wale,0
2016-07-07,1124,Childs Play,Drake,0
2016-07-07,1138,Light It Up,Major LazerFeaturingNyla& Fuse ODG,1
2016-07-07,1152,Fix,Chris Lane,0
2016-07-07,1166,Think Of You,Chris YoungDuet WithCassadee Pope,0
2016-07-07,1180,Hymn For The Weekend,Coldplay,0
2016-07-07,1194,What The World Needs Now Is Love,Broadway for Orlando,0
2016-07-07,1208,Try Everything,Shakira,0
2016-07-07,1222,Ain't No Stopping Us Now,Kane Brown,0
2016-07-07,1236,Toothbrush,DNCE,0
2016-07-07,1250,With You Tonight / Hasta El Amanecer,Nicky Jam,0
2016-07-07,1264,Still Here,Drake,0
2016-07-07,1278,Why You Always Hatin?,YGFeaturingDrake&Kamaiyah,1
2016-07-07,1292,Grammys,DrakeFeaturingFuture,1
2016-07-07,1306,Different For Girls,Dierks BentleyFeaturingElle King,1
2016-07-07,1320,Money Longer,Lil Uzi Vert,0
2016-07-07,1334,Ophelia,The Lumineers,0
2016-07-07,1348,No Problem,Chance the RapperFeaturingLil Wayne&2 Chainz,1
2016-07-07,1362,"Father Stretch My Hands, Pt. 1",Kanye West,0
2016-07-07,1376,Kiss It Better,Rihanna,0
2016-07-07,1390,Night's On Fire,David Nail,0
2016-06-30,4,One Dance,DrakeFeaturingWizkid&Kyla,1
2016-06-30,18,Can't Stop The Feeling!,Justin Timberlake,0
2016-06-30,32,Panda,Desiigner,0
2016-06-30,46,Don't Let Me Down,The ChainsmokersFeaturingDaya,1
2016-06-30,60,Work From Home,Fifth HarmonyFeaturingTy Dolla $ign,1
2016-06-30,74,This Is What You Came For,Calvin HarrisFeaturingRihanna,1
2016-06-30,88,Needed Me,Rihanna,0
2016-06-30,102,Cheap Thrills,SiaFeaturingSean Paul,1
2016-06-30,116,I Took A Pill In Ibiza,Mike Posner,0
2016-06-30,130,Don't Mind,Kent Jones,0
2016-06-30,144,7 Years,Lukas Graham,0
2016-06-30,158,Just Like Fire,P!nk,0
2016-06-30,172,Ride,Twenty One Pilots,0
2016-06-30,186,Close,Nick JonasFeaturingTove Lo,1
2016-06-30,200,Dangerous Woman,Ariana Grande,0
2016-06-30,214,Work,RihannaFeaturingDrake,1
2016-06-30,228,H.O.L.Y.,Florida Georgia Line,0
2016-06-30,242,Me Too,Meghan Trainor,0
2016-06-30,256,Love Yourself,Justin Bieber,0
2016-06-30,270,Send My Love (To Your New Lover),Adele,0
2016-06-30,284,Stressed Out,Twenty One Pilots,0
2016-06-30,298,Never Forget You,Zara Larsson&MNEK,1
2016-06-30,312,Controlla,Drake,0
2016-06-30,326,Lost Boy,Ruth B,0
2016-06-30,340,Cake By The Ocean,DNCE,0
2016-06-30,354,Pillowtalk,ZAYN,0
2016-06-30,368,Let It Go,James Bay,0
2016-06-30,382,My House,Flo Rida,0
2016-06-30,396,Too Good,DrakeFeaturingRihanna,1
2016-06-30,410,Low Life,FutureFeaturingThe Weeknd,1
2016-06-30,424,All The Way Up,"Fat Joe,Remy Ma& Jay Z FeaturingFrench Montana&Infared",1
2016-06-30,438,"Me, Myself & I",G-EazyxBebe Rexha,0
2016-06-30,452,Sorry,Justin Bieber,0
2016-06-30,466,Oui,Jeremih,0
2016-06-30,480,Cut It,O.T. GenasisFeaturingYoung Dolph,1
2016-06-30,494,Never Be Like You,FlumeFeaturing Kai,1
2016-06-30,508,"Huntin', Fishin' And Lovin' Every Day",Luke Bryan,0
2016-06-30,522,Sorry,Beyonce,0
2016-06-30,536,Unsteady,X Ambassadors,0
2016-06-30,550,For Free,DJ KhaledFeaturingDrake,1
2016-06-30,564,Humble And Kind,Tim McGraw,0
2016-06-30,578,2 Phones,Kevin Gates,0
2016-06-30,592,Wicked,Future,0
2016-06-30,606,Kill Em With Kindness,Selena Gomez,0
2016-06-30,620,Pop Style,DrakeFeaturing The Throne,1
2016-06-30,634,Exchange,Bryson Tiller,0
2016-06-30,648,T-Shirt,Thomas Rhett,0
2016-06-30,662,Church Bells,Carrie Underwood,0
2016-06-30,676,Really Really,Kevin Gates,0
2016-06-30,690,Into You,Ariana Grande,0
2016-06-30,704,Uber Everywhere,MadeinTYO,0
2016-06-30,718,Wild Things,Alessia Cara,0
2016-06-30,732,Lights Come On,Jason Aldean,0
2016-06-30,746,No,Meghan Trainor,0
2016-06-30,760,I Hate U I Love U,GnashFeaturing Olivia O'Brien,1
2016-06-30,774,Wake Up,Fetty Wap,0
2016-06-30,788,Wasted Time,Keith Urban,0
2016-06-30,802,Somewhere On A Beach,Dierks Bentley,0
2016-06-30,816,Head Over Boots,Jon Pardi,0
2016-06-30,830,From The Ground Up,Dan + Shay,0
2016-06-30,844,Record Year,Eric Church,0
2016-06-30,858,Came Here To Forget,Blake Shelton,0
2016-06-30,872,Treat You Better,Shawn Mendes,0
2016-06-30,886,Wherever I Go,OneRepublic,0
2016-06-30,900,Body,Dreezy FeaturingJeremih,1
2016-06-30,914,The Sound Of Silence,Disturbed,0
2016-06-30,928,Gold,Kiiara,0
2016-06-30,942,You Don't Own Me,Grace FeaturingG-Eazy,1
2016-06-30,956,Hype,Drake,0
2016-06-30,970,Try Everything,Shakira,0
2016-06-30,984,Champions,"Kanye West,Gucci Mane,Big Sean,2 Chainz, Travi$ Scott,Yo Gotti,Quavo,Desiigner",1
2016-06-30,998,Peter Pan,Kelsea Ballerini,0
2016-06-30,1012,Childs Play,Drake,0
2016-06-30,1026,American Country Love Song,Jake Owen,0
2016-06-30,1040,Make You Miss Me,Sam Hunt,0
2016-06-30,1054,THat Part,ScHoolboy QFeaturingKanye West,1
2016-06-30,1068,Messin' Around,PitbullFeaturingEnrique Iglesias,1
2016-06-30,1082,Light It Up,Major LazerFeaturingNyla& Fuse ODG,1
2016-06-30,1096,Still Here,Drake,0
2016-06-30,1110,Noise,Kenny Chesney,0
2016-06-30,1124,Think Of You,Chris YoungDuet WithCassadee Pope,0
2016-06-30,1138,Grammys,DrakeFeaturingFuture,1
2016-06-30,1152,"Sit Still, Look Pretty",Daya,0
2016-06-30,1166,Fix,Chris Lane,0
2016-06-30,1180,With You Tonight / Hasta El Amanecer,Nicky Jam,0
2016-06-30,1194,We Don't Talk Anymore,Charlie PuthFeaturingSelena Gomez,1
2016-06-30,1208,Broccoli,D.R.A.M. FeaturingLil Yachty,1
2016-06-30,1222,Hymn For The Weekend,Coldplay,0
2016-06-30,1236,Kiss It Better,Rihanna,0
2016-06-30,1250,Sweatshirt,Jacob Sartorius,0
2016-06-30,1264,No Problem,Chance the RapperFeaturingLil Wayne&2 Chainz,1
2016-06-30,1278,Money Longer,Lil Uzi Vert,0
2016-06-30,1292,With You,DrakeFeaturingPARTYNEXTDOOR,1
2016-06-30,1306,My PYT,Wale,0
2016-06-30,1320,Ophelia,The Lumineers,0
2016-06-30,1334,Might Not,BellyFeaturingThe Weeknd,1
2016-06-30,1348,"Father Stretch My Hands, Pt. 1",Kanye West,0
2016-06-30,1362,Toothbrush,DNCE,0
2016-06-30,1376,Different For Girls,Dierks BentleyFeaturingElle King,1
2016-06-30,1390,Faded,Alan Walker,0
2016-06-23,4,One Dance,DrakeFeaturingWizkid&Kyla,1
2016-06-23,18,Panda,Desiigner,0
2016-06-23,32,Can't Stop The Feeling!,Justin Timberlake,0
2016-06-23,46,Don't Let Me Down,The ChainsmokersFeaturingDaya,1
2016-06-23,60,Work From Home,Fifth HarmonyFeaturingTy Dolla $ign,1
2016-06-23,74,7 Years,Lukas Graham,0
2016-06-23,88,This Is What You Came For,Calvin HarrisFeaturingRihanna,1
2016-06-23,102,I Took A Pill In Ibiza,Mike Posner,0
2016-06-23,116,Needed Me,Rihanna,0
2016-06-23,130,Just Like Fire,P!nk,0
2016-06-23,144,Don't Mind,Kent Jones,0
2016-06-23,158,Work,RihannaFeaturingDrake,1
2016-06-23,172,Cheap Thrills,SiaFeaturingSean Paul,1
2016-06-23,186,Dangerous Woman,Ariana Grande,0
2016-06-23,200,Ride,Twenty One Pilots,0
2016-06-23,214,Never Forget You,Zara Larsson&MNEK,1
2016-06-23,228,H.O.L.Y.,Florida Georgia Line,0
2016-06-23,242,For Free,DJ KhaledFeaturingDrake,1
2016-06-23,256,Love Yourself,Justin Bieber,0
2016-06-23,270,Pillowtalk,ZAYN,0
2016-06-23,284,Stressed Out,Twenty One Pilots,0
2016-06-23,298,Cake By The Ocean,DNCE,0
2016-06-23,312,My House,Flo Rida,0
2016-06-23,326,Controlla,Drake,0
2016-06-23,340,Lost Boy,Ruth B,0
2016-06-23,354,Low Life,FutureFeaturingThe Weeknd,1
2016-06-23,368,Close,Nick JonasFeaturingTove Lo,1
2016-06-23,382,Send My Love (To Your New Lover),Adele,0
2016-06-23,396,All The Way Up,"Fat Joe,Remy Ma& Jay Z FeaturingFrench Montana&Infared",1
2016-06-23,410,"Me, Myself & I",G-EazyxBebe Rexha,0
2016-06-23,424,Me Too,Meghan Trainor,0
2016-06-23,438,Let It Go,James Bay,0
2016-06-23,452,Too Good,DrakeFeaturingRihanna,1
2016-06-23,466,Treat You Better,Shawn Mendes,0
2016-06-23,480,Oui,Jeremih,0
2016-06-23,494,Sorry,Justin Bieber,0
2016-06-23,508,Cut It,O.T. GenasisFeaturingYoung Dolph,1
2016-06-23,522,Exchange,Bryson Tiller,0
2016-06-23,536,2 Phones,Kevin Gates,0
2016-06-23,550,Humble And Kind,Tim McGraw,0
2016-06-23,564,Sorry,Beyonce,0
2016-06-23,578,Pop Style,DrakeFeaturing The Throne,1
2016-06-23,592,"Huntin', Fishin' And Lovin' Every Day",Luke Bryan,0
2016-06-23,606,Wicked,Future,0
2016-06-23,620,T-Shirt,Thomas Rhett,0
2016-06-23,634,Never Be Like You,FlumeFeaturing Kai,1
2016-06-23,648,Into You,Ariana Grande,0
2016-06-23,662,Unsteady,X Ambassadors,0
2016-06-23,676,Middle,DJ SnakeFeaturingBipolar Sunshine,1
2016-06-23,690,No,Meghan Trainor,0
