fecha,posicion,cancion,artista,es_colaboracion
2024-12-26,4,All I Want For Christmas Is You,Mariah Carey,0
2024-12-26,18,Rockin' Around The Christmas Tree,Brenda Lee,0
2024-12-26,32,Last Christmas,Wham!,0
2024-12-26,46,Jingle Bell Rock,Bobby Helms,0
2024-12-26,60,A Holly Jolly Christmas,Burl Ives,0
2024-12-26,74,Die With A Smile,Lady Gaga&Bruno Mars,1
2024-12-26,88,It's The Most Wonderful Time Of The Year,Andy Williams,0
2024-12-26,102,Let It Snow! Let It Snow! Let It Snow!,Dean Martin,0
2024-12-26,116,Santa Tell Me,Ariana Grande,0
2024-12-26,130,Underneath The Tree,Kelly Clarkson,0
2024-12-26,144,Luther,Kendrick Lamar&SZA,1
2024-12-26,158,TV Off,Kendrick LamarFeaturing Lefty Gunplay,1
2024-12-26,172,A Bar Song (Tipsy),Shaboozey,0
2024-12-26,186,The Christmas Song (Merry Christmas To You),"Nat ""King"" Cole",0
2024-12-26,200,It's Beginning To Look A Lot Like Christmas,Michael Buble,0
2024-12-26,214,Feliz Navidad,Jose Feliciano,0
2024-12-26,228,Sleigh Ride,The Ronettes,0
2024-12-26,242,Birds Of A Feather,Billie Eilish,0
2024-12-26,256,That's So True,Gracie Abrams,0
2024-12-26,270,Squabble Up,Kendrick Lamar,0
2024-12-26,284,Run Rudolph Run,Chuck Berry,0
2024-12-26,298,APT.,ROSE &Bruno Mars,1
2024-12-26,312,Christmas (Baby Please Come Home),Darlene Love,0
2024-12-26,326,It's Beginning To Look A Lot Like Christmas,Perry ComoAnd The Fontane Sisters WithMitchell Ayres And His Orchestra,0
2024-12-26,340,Lose Control,Teddy Swims,0
2024-12-26,354,Taste,Sabrina Carpenter,0
2024-12-26,368,Jingle Bells,Frank SinatraWith The Orchestra & Chorus Of Gordon Jenkins,1
2024-12-26,382,White Christmas (1947),Bing CrosbyWith Ken Darby Singers & John Scott Trotter & His Orchestra,1
2024-12-26,396,I Had Some Help,Post MaloneFeaturingMorgan Wallen,1
2024-12-26,410,Espresso,Sabrina Carpenter,0
2024-12-26,424,Deck The Halls,Nat King Cole,0
2024-12-26,438,Timeless,The Weeknd&Playboi Carti,1
2024-12-26,452,Beautiful Things,Benson Boone,0
2024-12-26,466,Sticky,"Tyler, The CreatorFeaturingGloRilla,Sexyy Red&Lil Wayne",1
2024-12-26,480,Here Comes Santa Claus (Right Down Santa Claus Lane),Gene Autry,0
2024-12-26,494,Blue Christmas,Elvis Presley,0
2024-12-26,508,Santa Baby,Eartha KittWith Henri Rene And His Orchestra,0
2024-12-26,522,Love Somebody,Morgan Wallen,0
2024-12-26,536,Wonderful Christmastime,Paul McCartney,0
2024-12-26,550,"Good Luck, Babe!",Chappell Roan,0
2024-12-26,564,Too Sweet,Hozier,0
2024-12-26,578,Not Like Us,Kendrick Lamar,0
2024-12-26,592,Little Saint Nick,The Beach Boys,0
2024-12-26,606,Stargazing,Myles Smith,0
2024-12-26,620,Whatchu Kno About Me,GloRilla&Sexyy Red,1
2024-12-26,634,Christmastime Is Here,Vince Guaraldi Trio,0
2024-12-26,648,Who,Jimin,0
2024-12-26,662,Rudolph The Red-Nosed Reindeer,Gene Autry& The Pinafores,1
2024-12-26,676,Please Come Home For Christmas,Eagles,0
2024-12-26,690,Like It's Christmas,Jonas Brothers,0
2024-12-26,704,High Road,Koe Wetzel&Jessie Murph,1
2024-12-26,718,Sailor Song,Gigi Perez,0
2024-12-26,732,I Am Not Okay,Jelly Roll,0
2024-12-26,746,Messy,Lola Young,0
2024-12-26,760,Bed Chem,Sabrina Carpenter,0
2024-12-26,774,Like Him,"Tyler, The CreatorFeaturingLola Young",1
2024-12-26,788,"I Love You, I'm Sorry",Gracie Abrams,0
2024-12-26,802,Wind Up Missin' You,Tucker Wetmore,0
2024-12-26,816,Defying Gravity,Cynthia ErivoFeaturingAriana Grande,1
2024-12-26,830,Hey Now,Kendrick LamarFeaturing Dody6,1
2024-12-26,844,Tu Boda,Oscar Maydon &Fuerza Regida,1
2024-12-26,858,Pink Pony Club,Chappell Roan,0
2024-12-26,872,Wacced Out Murals,Kendrick Lamar,0
2024-12-26,886,No One Noticed,The Marias,0
2024-12-26,900,Indigo,Sam Barber Featuring Avery Anna,1
2024-12-26,914,I Never Lie,Zach Top,0
2024-12-26,928,Christmas Magic,Laufey,0
2024-12-26,942,It's Ok I'm Ok,Tate McRae,0
2024-12-26,956,Que Pasaria...,Rauw Alejandro&Bad Bunny,1
2024-12-26,970,Dodger Blue,"Kendrick LamarFeaturing Wallie the Sensei, Siete7x &Roddy Ricch",1
2024-12-26,984,Peekaboo,Kendrick LamarFeaturing AzChike,1
2024-12-26,998,Empty Out Your Pockets,Juice WRLD,0
2024-12-26,1012,Popular,Ariana Grande,0
2024-12-26,1026,Liar,Jelly Roll,0
2024-12-26,1040,4x4xU,Lainey Wilson,0
2024-12-26,1054,I'm Gonna Love You,Cody Johnson&Carrie Underwood,1
2024-12-26,1068,Good News,Shaboozey,0
2024-12-26,1082,Reincarnated,Kendrick Lamar,0
2024-12-26,1096,Help Me,Real Boston Richey,0
2024-12-26,1110,Jingle Bells,Meghan Trainor,0
2024-12-26,1124,Dancing In The Flames,The Weeknd,0
2024-12-26,1138,Residuals,Chris Brown,0
2024-12-26,1152,Heart Of A Woman,Summer Walker,0
2024-12-26,1166,What Is This Feeling?,Ariana Grande&Cynthia Erivo,1
2024-12-26,1180,Rosones,Tito Double P,0
2024-12-26,1194,Gang Baby,NLE Choppa,0
2024-12-26,1208,Khe?,Rauw Alejandro&Romeo Santos,1
2024-12-26,1222,Dos Dias,Tito Double P &Peso Pluma,1
2024-12-26,1236,Think I'm In Love With You,Chris Stapleton,0
2024-12-26,1250,Heart Pt. 6,Kendrick Lamar,0
2024-12-26,1264,Close To You,Gracie Abrams,0
2024-12-26,1278,No Pole,Don Toliver,0
2024-12-26,1292,Guy For That,Post MaloneFeaturingLuke Combs,1
2024-12-26,1306,25,Rod Wave,0
2024-12-26,1320,Man At The Garden,Kendrick Lamar,0
2024-12-26,1334,Gloria,Kendrick Lamar&SZA,1
2024-12-26,1348,Diet Pepsi,Addison Rae,0
2024-12-26,1362,Disease,Lady Gaga,0
2024-12-26,1376,Shake Dat Ass (Twerk Song),BossMan Dlow,0
2024-12-26,1390,St. Chroma,"Tyler, The CreatorFeaturingDaniel Caesar",1
2024-12-19,4,All I Want For Christmas Is You,Mariah Carey,0
2024-12-19,18,Rockin' Around The Christmas Tree,Brenda Lee,0
2024-12-19,32,Jingle Bell Rock,Bobby Helms,0
2024-12-19,46,Last Christmas,Wham!,0
2024-12-19,60,A Holly Jolly Christmas,Burl Ives,0
2024-12-19,74,Die With A Smile,Lady Gaga&Bruno Mars,1
2024-12-19,88,Luther,Kendrick Lamar&SZA,1
2024-12-19,102,TV Off,Kendrick LamarFeaturing Lefty Gunplay,1
2024-12-19,116,A Bar Song (Tipsy),Shaboozey,0
2024-12-19,130,Squabble Up,Kendrick Lamar,0
2024-12-19,144,It's The Most Wonderful Time Of The Year,Andy Williams,0
2024-12-19,158,Let It Snow! Let It Snow! Let It Snow!,Dean Martin,0
2024-12-19,172,Birds Of A Feather,Billie Eilish,0
2024-12-19,186,Santa Tell Me,Ariana Grande,0
2024-12-19,200,Underneath The Tree,Kelly Clarkson,0
2024-12-19,214,The Christmas Song (Merry Christmas To You),"Nat ""King"" Cole",0
2024-12-19,228,Espresso,Sabrina Carpenter,0
2024-12-19,242,Sleigh Ride,The Ronettes,0
2024-12-19,256,That's So True,Gracie Abrams,0
2024-12-19,270,APT.,ROSE &Bruno Mars,1
2024-12-19,284,It's Beginning To Look A Lot Like Christmas,Michael Buble,0
2024-12-19,298,Feliz Navidad,Jose Feliciano,0
2024-12-19,312,Lose Control,Teddy Swims,0
2024-12-19,326,I Had Some Help,Post MaloneFeaturingMorgan Wallen,1
2024-12-19,340,Taste,Sabrina Carpenter,0
2024-12-19,354,Beautiful Things,Benson Boone,0
2024-12-19,368,It's Beginning To Look A Lot Like Christmas,Perry ComoAnd The Fontane Sisters WithMitchell Ayres And His Orchestra,0
2024-12-19,382,Run Rudolph Run,Chuck Berry,0
2024-12-19,396,Timeless,The Weeknd&Playboi Carti,1
2024-12-19,410,Too Sweet,Hozier,0
2024-12-19,424,Christmas (Baby Please Come Home),Darlene Love,0
2024-12-19,438,White Christmas (1947),Bing CrosbyWith Ken Darby Singers & John Scott Trotter & His Orchestra,1
2024-12-19,452,Jingle Bells,Frank SinatraWith The Orchestra & Chorus Of Gordon Jenkins,1
2024-12-19,466,Love Somebody,Morgan Wallen,0
2024-12-19,480,"Good Luck, Babe!",Chappell Roan,0
2024-12-19,494,Sticky,"Tyler, The CreatorFeaturingGloRilla,Sexyy Red&Lil Wayne",1
2024-12-19,508,Not Like Us,Kendrick Lamar,0
2024-12-19,522,Deck The Halls,Nat King Cole,0
2024-12-19,536,Here Comes Santa Claus (Right Down Santa Claus Lane),Gene Autry,0
2024-12-19,550,Stargazing,Myles Smith,0
2024-12-19,564,Whatchu Kno About Me,GloRilla&Sexyy Red,1
2024-12-19,578,Blue Christmas,Elvis Presley,0
2024-12-19,592,Who,Jimin,0
2024-12-19,606,Santa Baby,Eartha KittWith Henri Rene And His Orchestra,0
2024-12-19,620,Little Saint Nick,The Beach Boys,0
2024-12-19,634,Wonderful Christmastime,Paul McCartney,0
2024-12-19,648,Happy Holiday / The Holiday Season,Andy Williams,0
2024-12-19,662,Christmastime Is Here,Vince Guaraldi Trio,0
2024-12-19,676,Please Please Please,Sabrina Carpenter,0
2024-12-19,690,I Am Not Okay,Jelly Roll,0
2024-12-19,704,Sailor Song,Gigi Perez,0
2024-12-19,718,Hey Now,Kendrick LamarFeaturing Dody6,1
2024-12-19,732,High Road,Koe Wetzel&Jessie Murph,1
2024-12-19,746,Wacced Out Murals,Kendrick Lamar,0
2024-12-19,760,Defying Gravity,Cynthia ErivoFeaturingAriana Grande,1
2024-12-19,774,Bed Chem,Sabrina Carpenter,0
2024-12-19,788,Dodger Blue,"Kendrick LamarFeaturing Wallie the Sensei, Siete7x &Roddy Ricch",1
2024-12-19,802,Like Him,"Tyler, The CreatorFeaturingLola Young",1
2024-12-19,816,Empty Out Your Pockets,Juice WRLD,0
2024-12-19,830,Peekaboo,Kendrick LamarFeaturing AzChike,1
2024-12-19,844,Wind Up Missin' You,Tucker Wetmore,0
2024-12-19,858,Tu Boda,Oscar Maydon &Fuerza Regida,1
2024-12-19,872,No One Noticed,The Marias,0
2024-12-19,886,Messy,Lola Young,0
2024-12-19,900,"I Love You, I'm Sorry",Gracie Abrams,0
2024-12-19,914,El Club,Bad Bunny,0
2024-12-19,928,Que Pasaria...,Rauw Alejandro&Bad Bunny,1
2024-12-19,942,Reincarnated,Kendrick Lamar,0
2024-12-19,956,Popular,Ariana Grande,0
2024-12-19,970,Pink Pony Club,Chappell Roan,0
2024-12-19,984,It's Ok I'm Ok,Tate McRae,0
2024-12-19,998,Heart Pt. 6,Kendrick Lamar,0
2024-12-19,1012,I Never Lie,Zach Top,0
2024-12-19,1026,Man At The Garden,Kendrick Lamar,0
2024-12-19,1040,What Is This Feeling?,Ariana Grande&Cynthia Erivo,1
2024-12-19,1054,Gloria,Kendrick Lamar&SZA,1
2024-12-19,1068,Dancing In The Flames,The Weeknd,0
2024-12-19,1082,Liar,Jelly Roll,0
2024-12-19,1096,Christmas Magic,Laufey,0
2024-12-19,1110,I'm Gonna Love You,Cody Johnson&Carrie Underwood,1
2024-12-19,1124,Help Me,Real Boston Richey,0
2024-12-19,1138,Gang Baby,NLE Choppa,0
2024-12-19,1152,Heart Of A Woman,Summer Walker,0
2024-12-19,1166,Residuals,Chris Brown,0
2024-12-19,1180,Good News,Shaboozey,0
2024-12-19,1194,Dos Dias,Tito Double P &Peso Pluma,1
2024-12-19,1208,Rosones,Tito Double P,0
2024-12-19,1222,4x4xU,Lainey Wilson,0
2024-12-19,1236,Khe?,Rauw Alejandro&Romeo Santos,1
2024-12-19,1250,Toxic Till The End,ROSE,0
2024-12-19,1264,Burning Down,Alex Warren,0
2024-12-19,1278,No Pole,Don Toliver,0
2024-12-19,1292,White Christmas,V&Bing Crosby,1
2024-12-19,1306,Think I'm In Love With You,Chris Stapleton,0
2024-12-19,1320,St. Chroma,"Tyler, The CreatorFeaturingDaniel Caesar",1
2024-12-19,1334,GNX,"Kendrick LamarFeaturing Hitta J3, YoungThreat & Peysoh",1
2024-12-19,1348,25,Rod Wave,0
2024-12-19,1362,Indigo,Sam Barber Featuring Avery Anna,1
2024-12-19,1376,Jingle Bells,Meghan Trainor,0
2024-12-19,1390,Close To You,Gracie Abrams,0
2024-12-12,4,All I Want For Christmas Is You,Mariah Carey,0
2024-12-12,18,Rockin' Around The Christmas Tree,Brenda Lee,0
2024-12-12,32,Last Christmas,Wham!,0
2024-12-12,46,TV Off,Kendrick LamarFeaturing Lefty Gunplay,1
2024-12-12,60,Jingle Bell Rock,Bobby Helms,0
2024-12-12,74,Luther,Kendrick Lamar&SZA,1
2024-12-12,88,Squabble Up,Kendrick Lamar,0
2024-12-12,102,A Bar Song (Tipsy),Shaboozey,0
2024-12-12,116,Die With A Smile,Lady Gaga&Bruno Mars,1
2024-12-12,130,A Holly Jolly Christmas,Burl Ives,0
2024-12-12,144,It's The Most Wonderful Time Of The Year,Andy Williams,0
2024-12-12,158,Birds Of A Feather,Billie Eilish,0
2024-12-12,172,Let It Snow! Let It Snow! Let It Snow!,Dean Martin,0
2024-12-12,186,Espresso,Sabrina Carpenter,0
2024-12-12,200,Lose Control,Teddy Swims,0
2024-12-12,214,That's So True,Gracie Abrams,0
2024-12-12,228,APT.,ROSE &Bruno Mars,1
2024-12-12,242,I Had Some Help,Post MaloneFeaturingMorgan Wallen,1
2024-12-12,256,Santa Tell Me,Ariana Grande,0
2024-12-12,270,Underneath The Tree,Kelly Clarkson,0
2024-12-12,284,Taste,Sabrina Carpenter,0
2024-12-12,298,The Christmas Song (Merry Christmas To You),"Nat ""King"" Cole",0
2024-12-12,312,Sleigh Ride,The Ronettes,0
2024-12-12,326,It's Beginning To Look A Lot Like Christmas,Michael Buble,0
2024-12-12,340,Feliz Navidad,Jose Feliciano,0
2024-12-12,354,Beautiful Things,Benson Boone,0
2024-12-12,368,Timeless,The Weeknd&Playboi Carti,1
2024-12-12,382,Too Sweet,Hozier,0
2024-12-12,396,Wacced Out Murals,Kendrick Lamar,0
2024-12-12,410,Love Somebody,Morgan Wallen,0
2024-12-12,424,It's Beginning To Look A Lot Like Christmas,Perry ComoAnd The Fontane Sisters WithMitchell Ayres And His Orchestra,0
2024-12-12,438,Hey Now,Kendrick LamarFeaturing Dody6,1
2024-12-12,452,Sticky,"Tyler, The CreatorFeaturingGloRilla,Sexyy Red&Lil Wayne",1
2024-12-12,466,"Good Luck, Babe!",Chappell Roan,0
2024-12-12,480,Not Like Us,Kendrick Lamar,0
2024-12-12,494,Run Rudolph Run,Chuck Berry,0
2024-12-12,508,Jingle Bells,Frank SinatraWith The Orchestra & Chorus Of Gordon Jenkins,1
2024-12-12,522,Christmas (Baby Please Come Home),Darlene Love,0
2024-12-12,536,Whatchu Kno About Me,GloRilla&Sexyy Red,1
2024-12-12,550,White Christmas (1947),Bing CrosbyWith Ken Darby Singers & John Scott Trotter & His Orchestra,1
2024-12-12,564,Dodger Blue,"Kendrick LamarFeaturing Wallie the Sensei, Siete7x &Roddy Ricch",1
2024-12-12,578,Stargazing,Myles Smith,0
2024-12-12,592,Deck The Halls,Nat King Cole,0
2024-12-12,606,Here Comes Santa Claus (Right Down Santa Claus Lane),Gene Autry,0
2024-12-12,620,Defying Gravity,Cynthia ErivoFeaturingAriana Grande,1
2024-12-12,634,Reincarnated,Kendrick Lamar,0
2024-12-12,648,Who,Jimin,0
2024-12-12,662,Peekaboo,Kendrick LamarFeaturing AzChike,1
2024-12-12,676,I Am Not Okay,Jelly Roll,0
2024-12-12,690,Please Please Please,Sabrina Carpenter,0
2024-12-12,704,Sailor Song,Gigi Perez,0
2024-12-12,718,Man At The Garden,Kendrick Lamar,0
2024-12-12,732,Popular,Ariana Grande,0
2024-12-12,746,Heart Pt. 6,Kendrick Lamar,0
2024-12-12,760,High Road,Koe Wetzel&Jessie Murph,1
2024-12-12,774,Empty Out Your Pockets,Juice WRLD,0
2024-12-12,788,Bed Chem,Sabrina Carpenter,0
2024-12-12,802,You Look Like You Love Me,Ella Langley FeaturingRiley Green,1
2024-12-12,816,Gloria,Kendrick Lamar&SZA,1
2024-12-12,830,Like Him,"Tyler, The CreatorFeaturingLola Young",1
2024-12-12,844,No One Noticed,The Marias,0
2024-12-12,858,What Is This Feeling?,Ariana Grande&Cynthia Erivo,1
2024-12-12,872,Tu Boda,Oscar Maydon &Fuerza Regida,1
2024-12-12,886,Wind Up Missin' You,Tucker Wetmore,0
2024-12-12,900,Misfit,Juice WRLD,0
2024-12-12,914,"I Love You, I'm Sorry",Gracie Abrams,0
2024-12-12,928,GNX,"Kendrick LamarFeaturing Hitta J3, YoungThreat & Peysoh",1
2024-12-12,942,Pink Pony Club,Chappell Roan,0
2024-12-12,956,Ma Meilleure Ennemie,Stromae& Pomme,1
2024-12-12,970,It's Ok I'm Ok,Tate McRae,0
2024-12-12,984,I Never Lie,Zach Top,0
2024-12-12,998,Dancing In The Flames,The Weeknd,0
2024-12-12,1012,Que Pasaria...,Rauw Alejandro&Bad Bunny,1
2024-12-12,1026,Help Me,Real Boston Richey,0
2024-12-12,1040,I'm Gonna Love You,Cody Johnson&Carrie Underwood,1
2024-12-12,1054,Heart Of A Woman,Summer Walker,0
2024-12-12,1068,Liar,Jelly Roll,0
2024-12-12,1082,AGATS2 (Insecure),Juice WRLD&Nicki Minaj,1
2024-12-12,1096,St. Chroma,"Tyler, The CreatorFeaturingDaniel Caesar",1
2024-12-12,1110,The Party Never Ends,Juice WRLD,0
2024-12-12,1124,Residuals,Chris Brown,0
2024-12-12,1138,4x4xU,Lainey Wilson,0
2024-12-12,1152,Gang Baby,NLE Choppa,0
2024-12-12,1166,Christmas Magic,Laufey,0
2024-12-12,1180,Dos Dias,Tito Double P &Peso Pluma,1
2024-12-12,1194,Dancing Through Life,"Jonathan Bailey FeaturingAriana Grande, Ethan Slater, Marissa Bode &Cynthia Erivo",1
2024-12-12,1208,No One Mourns The Wicked,"Ariana GrandeFeaturing Andy Nyman, Courtney-Mae Briggs,Jeff Goldblum, Sharon D. Clarke & Jenna Boyd",1
2024-12-12,1222,No Pole,Don Toliver,0
2024-12-12,1236,Disease,Lady Gaga,0
2024-12-12,1250,Messy,Lola Young,0
2024-12-12,1264,KTM Drip,Juice WRLD,0
2024-12-12,1278,The Wizard And I,Cynthia ErivoFeaturing Michelle Yeoh,1
2024-12-12,1292,Think I'm In Love With You,Chris Stapleton,0
2024-12-12,1306,25,Rod Wave,0
2024-12-12,1320,Cuffed,Juice WRLD,0
2024-12-12,1334,Juno,Sabrina Carpenter,0
2024-12-12,1348,High Road,Zach Bryan,0
2024-12-12,1362,I'm Not That Girl,Cynthia Erivo,0
2024-12-12,1376,Winter Ahead,VWith Park Hyo Shin,0
2024-12-12,1390,Close To You,Gracie Abrams,0
2024-12-05,4,Squabble Up,Kendrick Lamar,0
2024-12-05,18,TV Off,Kendrick LamarFeaturing Lefty Gunplay,1
2024-12-05,32,Luther,Kendrick Lamar&SZA,1
2024-12-05,46,Wacced Out Murals,Kendrick Lamar,0
2024-12-05,60,Hey Now,Kendrick LamarFeaturing Dody6,1
2024-12-05,74,A Bar Song (Tipsy),Shaboozey,0
2024-12-05,88,Die With A Smile,Lady Gaga&Bruno Mars,1
2024-12-05,102,Reincarnated,Kendrick Lamar,0
2024-12-05,116,Man At The Garden,Kendrick Lamar,0
2024-12-05,130,All I Want For Christmas Is You,Mariah Carey,0
2024-12-05,144,Dodger Blue,"Kendrick LamarFeaturing Wallie the Sensei, Siete7x &Roddy Ricch",1
2024-12-05,158,Birds Of A Feather,Billie Eilish,0
2024-12-05,172,Peekaboo,Kendrick LamarFeaturing AzChike,1
2024-12-05,186,Heart Pt. 6,Kendrick Lamar,0
2024-12-05,200,Rockin' Around The Christmas Tree,Brenda Lee,0
2024-12-05,214,Lose Control,Teddy Swims,0
2024-12-05,228,That's So True,Gracie Abrams,0
2024-12-05,242,Last Christmas,Wham!,0
2024-12-05,256,Jingle Bell Rock,Bobby Helms,0
2024-12-05,270,Espresso,Sabrina Carpenter,0
2024-12-05,284,I Had Some Help,Post MaloneFeaturingMorgan Wallen,1
2024-12-05,298,APT.,ROSE &Bruno Mars,1
2024-12-05,312,Taste,Sabrina Carpenter,0
2024-12-05,326,GNX,"Kendrick LamarFeaturing Hitta J3, YoungThreat & Peysoh",1
2024-12-05,340,Beautiful Things,Benson Boone,0
2024-12-05,354,Sticky,"Tyler, The CreatorFeaturingGloRilla,Sexyy Red&Lil Wayne",1
2024-12-05,368,Gloria,Kendrick Lamar&SZA,1
2024-12-05,382,Love Somebody,Morgan Wallen,0
2024-12-05,396,Whatchu Kno About Me,GloRilla&Sexyy Red,1
2024-12-05,410,Not Like Us,Kendrick Lamar,0
2024-12-05,424,Too Sweet,Hozier,0
2024-12-05,438,Timeless,The Weeknd&Playboi Carti,1
2024-12-05,452,A Holly Jolly Christmas,Burl Ives,0
2024-12-05,466,"Good Luck, Babe!",Chappell Roan,0
2024-12-05,480,It's The Most Wonderful Time Of The Year,Andy Williams,0
2024-12-05,494,Stargazing,Myles Smith,0
2024-12-05,508,I Am Not Okay,Jelly Roll,0
2024-12-05,522,Please Please Please,Sabrina Carpenter,0
2024-12-05,536,Let It Snow! Let It Snow! Let It Snow!,Dean Martin,0
2024-12-05,550,Sailor Song,Gigi Perez,0
2024-12-05,564,Feliz Navidad,Jose Feliciano,0
2024-12-05,578,Sleigh Ride,The Ronettes,0
2024-12-05,592,Santa Tell Me,Ariana Grande,0
2024-12-05,606,Defying Gravity,Cynthia ErivoFeaturingAriana Grande,1
2024-12-05,620,Lies Lies Lies,Morgan Wallen,0
2024-12-05,634,Underneath The Tree,Kelly Clarkson,0
2024-12-05,648,Wildflower,Billie Eilish,0
2024-12-05,662,The Christmas Song (Merry Christmas To You),"Nat ""King"" Cole",0
2024-12-05,676,Million Dollar Baby,Tommy Richman,0
2024-12-05,690,Bed Chem,Sabrina Carpenter,0
2024-12-05,704,High Road,Koe Wetzel&Jessie Murph,1
2024-12-05,718,Like Him,"Tyler, The CreatorFeaturingLola Young",1
2024-12-05,732,Popular,Ariana Grande,0
2024-12-05,746,You Look Like You Love Me,Ella Langley FeaturingRiley Green,1
2024-12-05,760,Tu Boda,Oscar Maydon &Fuerza Regida,1
2024-12-05,774,Who,Jimin,0
2024-12-05,788,Wind Up Missin' You,Tucker Wetmore,0
2024-12-05,802,"I Love You, I'm Sorry",Gracie Abrams,0
2024-12-05,816,No One Noticed,The Marias,0
2024-12-05,830,Que Pasaria...,Rauw Alejandro&Bad Bunny,1
2024-12-05,844,I Never Lie,Zach Top,0
2024-12-05,858,Heart Of A Woman,Summer Walker,0
2024-12-05,872,St. Chroma,"Tyler, The CreatorFeaturingDaniel Caesar",1
2024-12-05,886,It's Ok I'm Ok,Tate McRae,0
2024-12-05,900,I'm Gonna Love You,Cody Johnson&Carrie Underwood,1
2024-12-05,914,Pink Pony Club,Chappell Roan,0
2024-12-05,928,Dancing In The Flames,The Weeknd,0
2024-12-05,942,What Is This Feeling?,Ariana Grande&Cynthia Erivo,1
2024-12-05,956,Liar,Jelly Roll,0
2024-12-05,970,Help Me,Real Boston Richey,0
2024-12-05,984,High Road,Zach Bryan,0
2024-12-05,998,Residuals,Chris Brown,0
2024-12-05,1012,Juno,Sabrina Carpenter,0
2024-12-05,1026,Think I'm In Love With You,Chris Stapleton,0
2024-12-05,1040,Dos Dias,Tito Double P &Peso Pluma,1
2024-12-05,1054,Disease,Lady Gaga,0
2024-12-05,1068,25,Rod Wave,0
2024-12-05,1082,4x4xU,Lainey Wilson,0
2024-12-05,1096,Khe?,Rauw Alejandro&Romeo Santos,1
2024-12-05,1110,I Luv Her,GloRilla&T-Pain,1
2024-12-05,1124,Guy For That,Post MaloneFeaturingLuke Combs,1
2024-12-05,1138,Close To You,Gracie Abrams,0
2024-12-05,1152,"Darling, I","Tyler, The CreatorFeaturing Teezo Touchdown",1
2024-12-05,1166,Good News,Shaboozey,0
2024-12-05,1180,Hello Miss Johnson,Jack Harlow,0
2024-12-05,1194,No One Mourns The Wicked,"Ariana GrandeFeaturing Andy Nyman, Courtney-Mae Briggs,Jeff Goldblum, Sharon D. Clarke & Jenna Boyd",1
2024-12-05,1208,2 Hands,Tate McRae,0
2024-12-05,1222,Bad Dreams,Teddy Swims,0
2024-12-05,1236,Diet Pepsi,Addison Rae,0
2024-12-05,1250,Dancing Through Life,"Jonathan Bailey FeaturingAriana Grande, Ethan Slater, Marissa Bode &Cynthia Erivo",1
2024-12-05,1264,Am I Okay?,Megan Moroney,0
2024-12-05,1278,Shake Dat Ass (Twerk Song),BossMan Dlow,0
2024-12-05,1292,The Wizard And I,Cynthia ErivoFeaturing Michelle Yeoh,1
2024-12-05,1306,I'm Not That Girl,Cynthia Erivo,0
2024-12-05,1320,Ma Meilleure Ennemie,Stromae& Pomme,1
2024-12-05,1334,Insecurities,Lil Baby,0
2024-12-05,1348,No Pole,Don Toliver,0
2024-12-05,1362,Gang Baby,NLE Choppa,0
2024-12-05,1376,Apple,Charli xcx,0
2024-12-05,1390,Wondering Why,The Red Clay Strays,0
2024-11-28,4,A Bar Song (Tipsy),Shaboozey,0
2024-11-28,18,Die With A Smile,Lady Gaga&Bruno Mars,1
2024-11-28,32,Birds Of A Feather,Billie Eilish,0
2024-11-28,46,Lose Control,Teddy Swims,0
2024-11-28,60,Espresso,Sabrina Carpenter,0
2024-11-28,74,That's So True,Gracie Abrams,0
2024-11-28,88,I Had Some Help,Post MaloneFeaturingMorgan Wallen,1
2024-11-28,102,Taste,Sabrina Carpenter,0
2024-11-28,116,Beautiful Things,Benson Boone,0
2024-11-28,130,Love Somebody,Morgan Wallen,0
2024-11-28,144,Sticky,"Tyler, The CreatorFeaturingGloRilla,Sexyy Red&Lil Wayne",1
2024-11-28,158,"Good Luck, Babe!",Chappell Roan,0
2024-11-28,172,Too Sweet,Hozier,0
2024-11-28,186,Timeless,The Weeknd&Playboi Carti,1
2024-11-28,200,APT.,ROSE &Bruno Mars,1
2024-11-28,214,All I Want For Christmas Is You,Mariah Carey,0
2024-11-28,228,Whatchu Kno About Me,GloRilla&Sexyy Red,1
2024-11-28,242,Please Please Please,Sabrina Carpenter,0
2024-11-28,256,Not Like Us,Kendrick Lamar,0
2024-11-28,270,Stargazing,Myles Smith,0
2024-11-28,284,I Am Not Okay,Jelly Roll,0
2024-11-28,298,No One Noticed,The Marias,0
2024-11-28,312,Rockin' Around The Christmas Tree,Brenda Lee,0
2024-11-28,326,Last Christmas,Wham!,0
2024-11-28,340,Sailor Song,Gigi Perez,0
2024-11-28,354,Wildflower,Billie Eilish,0
2024-11-28,368,Lies Lies Lies,Morgan Wallen,0
2024-11-28,382,Bed Chem,Sabrina Carpenter,0
2024-11-28,396,Hot To Go!,Chappell Roan,0
2024-11-28,410,Million Dollar Baby,Tommy Richman,0
2024-11-28,424,Tu Boda,Oscar Maydon &Fuerza Regida,1
2024-11-28,438,"I Love You, I'm Sorry",Gracie Abrams,0
2024-11-28,452,The Door,Teddy Swims,0
2024-11-28,466,Que Pasaria...,Rauw Alejandro&Bad Bunny,1
2024-11-28,480,Like Him,"Tyler, The CreatorFeaturingLola Young",1
2024-11-28,494,High Road,Koe Wetzel&Jessie Murph,1
2024-11-28,508,St. Chroma,"Tyler, The CreatorFeaturingDaniel Caesar",1
