fecha_chart,fecha_debut,titulo,artista,colaboracion,exitos_previos_artista,artista_ya_estado_esta_semana,ranking
2013-01-05,2013-01-05,Crying On A Suitcase,Casey James,0,0,0,100
2013-01-05,2013-01-05,Don't Stop The Party,Pitbull & TJR,1,0,0,27
2013-01-05,2013-01-05,Too Close,Alex Clare,0,0,0,28
2013-01-05,2013-01-05,We Are Never Ever Getting Back Together,Taylor Swift,0,0,0,29
2013-01-05,2013-01-05,Catch My Breath,Kelly Clarkson,0,0,0,30
2013-01-05,2013-01-05,Va Va Voom,Nicki Minaj,0,0,0,31
2013-01-05,2013-01-05,Little Talks,Of Monsters & Men,1,0,0,32
2013-01-05,2013-01-05,I'm Different,2 Chainz,0,0,0,33
2013-01-05,2013-01-05,No Worries,Lil Wayne & Detail,1,0,0,34
2013-01-05,2013-01-05,As Long As You Love Me,Justin Bieber & Big Sean,1,0,0,35
2013-01-05,2013-01-05,Wanted,Hunter Hayes,0,0,0,36
2013-01-05,2013-01-05,Hall Of Fame,The Script & will.i.am,1,0,0,37
2013-01-05,2013-01-05,Bandz A Make Her Dance,Juicy J & Lil Wayne & 2 Chainz,1,0,0,38
2013-01-05,2013-01-05,I Will Wait,Mumford & Sons,1,0,0,39
2013-01-05,2013-01-05,Thinkin Bout You,Frank Ocean,0,0,0,40
2013-01-05,2013-01-05,Little Things,One Direction,0,0,0,41
2013-01-05,2013-01-05,Don't Wake Me Up,Chris Brown,0,0,0,42
2013-01-05,2013-01-05,Call Me Maybe,Carly Rae Jepsen,0,0,0,43
2013-01-05,2013-01-05,Better Dig Two,The Band Perry,0,0,0,44
2013-01-05,2013-01-05,Lights,Ellie Goulding,0,0,0,45
2013-01-05,2013-01-05,Daylight,Maroon 5,0,0,0,46
2013-01-05,2013-01-05,Blow Me (One Last Kiss),P!nk,0,0,0,47
2013-01-05,2013-01-05,Sweet Nothing,Calvin Harris & Florence Welch,1,0,0,26
2013-01-05,2013-01-05,Adorn,Miguel,0,0,0,25
2013-01-05,2013-01-05,F**kin Problems,"A$AP Rocky & Drake, 2 Chainz & Kendrick Lamar",1,0,0,24
2013-01-05,2013-01-05,Clique,Kanye West & Jay-Z & Big Sean,1,0,1,23
2013-01-05,2013-01-05,Locked Out Of Heaven,Bruno Mars,0,0,0,1
2013-01-05,2013-01-05,Diamonds,Rihanna,0,0,0,2
2013-01-05,2013-01-05,Ho Hey,The Lumineers,0,0,0,3
2013-01-05,2013-01-05,I Knew You Were Trouble.,Taylor Swift,0,0,1,4
2013-01-05,2013-01-05,Beauty And A Beat,Justin Bieber & Nicki Minaj,1,0,1,5
2013-01-05,2013-01-05,Die Young,Ke$ha,0,0,0,6
2013-01-05,2013-01-05,One More Night,Maroon 5,0,0,1,7
2013-01-05,2013-01-05,I Cry,Flo Rida,0,0,0,8
2013-01-05,2013-01-05,Home,Phillip Phillips,0,0,0,9
2013-01-05,2013-01-05,Thrift Shop,Macklemore & Ryan Lewis & Wanz,1,0,0,10
2013-01-05,2013-01-05,Anything Could Happen,Ellie Goulding,0,0,1,48
2013-01-05,2013-01-05,Don't You Worry Child,Swedish House Mafia & John Martin,1,0,0,11
2013-01-05,2013-01-05,Try,P!nk,0,0,1,13
2013-01-05,2013-01-05,Some Nights,fun.,0,0,0,14
2013-01-05,2013-01-05,Let Me Love You (Until You Learn To Love Yourself),Ne-Yo,0,0,0,15
2013-01-05,2013-01-05,Girl On Fire,Alicia Keys & Nicki Minaj,1,0,1,16
2013-01-05,2013-01-05,The A Team,Ed Sheeran,0,0,0,17
2013-01-05,2013-01-05,It's Time,Imagine Dragons,0,0,0,18
2013-01-05,2013-01-05,Gangnam Style,PSY,0,0,0,19
2013-01-05,2013-01-05,Swimming Pools (Drank),Kendrick Lamar,0,0,0,20
2013-01-05,2013-01-05,All I Want For Christmas Is You,Mariah Carey,0,0,0,21
2013-01-05,2013-01-05,Cruise,Florida Georgia Line & Nelly,1,0,0,22
2013-01-05,2013-01-05,Scream & Shout,will.i.am & Britney Spears,1,0,1,12
2013-01-05,2013-01-05,Somebody That I Used To Know,Gotye & Kimbra,1,0,0,49
2013-01-05,2013-01-05,C'mon,Ke$ha,0,0,1,99
2013-01-05,2013-01-05,Goodbye In Her Eyes,Zac Brown Band,0,0,0,51
2013-01-05,2013-01-05,Guap,Big Sean,0,0,1,78
2013-01-05,2013-01-05,Rest Of My Life,Ludacris & Usher & David Guetta,1,0,0,79
2013-01-05,2013-01-05,El Cerrito Place,Kenny Chesney,0,0,0,80
2013-01-05,2013-01-05,All Gold Everything,Trinidad James,0,0,0,81
2013-01-05,2013-01-05,Neva End,Future,0,0,0,82
2013-01-05,2013-01-05,Celebration,"Game & Chris Brown, Tyga, Wiz Khalifa & Lil Wayne",1,0,0,83
2013-01-05,2013-01-05,Over You,Cassadee Pope,0,0,0,84
2013-01-05,2013-01-05,Two Black Cadillacs,Carrie Underwood,0,0,0,85
2013-01-05,2013-01-05,Did It For The Girl,Greg Bates,0,0,0,86
2013-01-05,2013-01-05,Turn On The Lights,Future,0,0,1,87
2013-01-05,2013-01-05,Stubborn Love,The Lumineers,0,0,1,88
2013-01-05,2013-01-05,Merry Go 'round,Kacey Musgraves,0,0,0,89
2013-01-05,2013-01-05,The One That Got Away,Jake Owen,0,0,0,90
2013-01-05,2013-01-05,Who Booty,Jonn Hart & IamSU!,1,0,0,91
2013-01-05,2013-01-05,Take A Walk,Passion Pit,0,0,0,92
2013-01-05,2013-01-05,Tip It On Back,Dierks Bentley,0,0,0,93
2013-01-05,2013-01-05,Ready Or Not,Bridgit Mendler,0,0,0,94
2013-01-05,2013-01-05,King Wizard,Kid Cudi,0,0,0,95
2013-01-05,2013-01-05,Ice,Kelly Rowland & Lil Wayne,1,0,1,96
2013-01-05,2013-01-05,Young & Gettin' It,Meek Mill & Kirko Bangz,1,0,0,97
2013-01-05,2013-01-05,Representin',Ludacris & Kelly Rowland,1,0,1,98
2013-01-05,2013-01-05,Diced Pineapples,Rick Ross & Wale & Drake,1,0,0,77
2013-01-05,2013-01-05,Begin Again,Taylor Swift,0,0,1,76
2013-01-05,2013-01-05,Every Storm (Runs Out Of Rain),Gary Allan,0,0,0,50
2013-01-05,2013-01-05,Live While We're Young,One Direction,0,0,1,74
2013-01-05,2013-01-05,One Of Those Nights,Tim McGraw,0,0,0,75
2013-01-05,2013-01-05,Radioactive,Imagine Dragons,0,0,1,52
2013-01-05,2013-01-05,Feel Again,OneRepublic,0,0,0,53
2013-01-05,2013-01-05,Til My Last Day,Justin Moore,0,0,0,54
2013-01-05,2013-01-05,How Country Feels,Randy Houser,0,0,0,55
2013-01-05,2013-01-05,Beer Money,Kip Moore,0,0,0,56
2013-01-05,2013-01-05,The Only Way I Know,Jason Aldean With Luke Bryan & Eric Church,1,0,0,57
2013-01-05,2013-01-05,Birthday Song,2 Chainz & Kanye West,1,0,1,59
2013-01-05,2013-01-05,Cry,Cassadee Pope,0,0,1,60
2013-01-05,2013-01-05,Ball,T.I. & Lil Wayne,1,0,1,61
2013-01-05,2013-01-05,When I Was Your Man,Bruno Mars,0,0,1,62
2013-01-05,2013-01-05,Wicked Games,The Weeknd,0,0,0,58
2013-01-05,2013-01-05,Remember You,Wiz Khalifa & The Weeknd,1,0,1,64
2013-01-05,2013-01-05,Kiss Tomorrow Goodbye,Luke Bryan,0,0,0,65
2013-01-05,2013-01-05,Tornado,Little Big Town,0,0,0,66
2013-01-05,2013-01-05,Skyfall,Adele,0,0,0,73
2013-01-05,2013-01-05,Don't Judge Me,Chris Brown,0,0,1,67
2013-01-05,2013-01-05,Creepin',Eric Church,0,0,1,68
2013-01-05,2013-01-05,Somebody's Heartbreak,Hunter Hayes,0,0,1,69
2013-01-05,2013-01-05,Love Sosa,Chief Keef,0,0,0,70
2013-01-05,2013-01-05,Southern Comfort Zone,Brad Paisley,0,0,0,71
2013-01-05,2013-01-05,Poetic Justice,Kendrick Lamar & Drake,1,0,1,72
2013-01-05,2013-01-05,Madness,Muse,0,0,0,63
2013-01-12,2013-01-05,Too Close,Alex Clare,0,1,0,34
2013-01-12,2013-01-05,Little Things,One Direction,0,1,0,33
2013-01-12,2013-01-05,Va Va Voom,Nicki Minaj,0,1,0,32
2013-01-12,2013-01-05,Call Me Maybe,Carly Rae Jepsen,0,1,0,27
2013-01-12,2013-01-05,I'm Different,2 Chainz,0,1,0,30
2013-01-12,2013-01-05,No Worries,Lil Wayne & Detail,1,2,0,29
2013-01-12,2013-01-05,Hall Of Fame,The Script & will.i.am,1,2,0,28
2013-01-12,2013-01-05,Bandz A Make Her Dance,Juicy J & Lil Wayne & 2 Chainz,1,2,0,35
2013-01-12,2013-01-05,Don't Stop The Party,Pitbull & TJR,1,2,0,31
2013-01-12,2013-01-05,Catch My Breath,Kelly Clarkson,0,1,0,36
2013-01-12,2013-01-05,Blow Me (One Last Kiss),P!nk,0,1,0,47
2013-01-12,2013-01-05,Little Talks,Of Monsters & Men,1,2,0,38
2013-01-12,2013-01-05,Better Dig Two,The Band Perry,0,1,0,39
2013-01-12,2013-01-05,Sweet Nothing,Calvin Harris & Florence Welch,1,2,0,40
2013-01-12,2013-01-05,Every Storm (Runs Out Of Rain),Gary Allan,0,1,0,41
2013-01-12,2013-01-05,Daylight,Maroon 5,0,1,0,42
2013-01-12,2013-01-05,Live While We're Young,One Direction,0,1,1,43
2013-01-12,2013-01-05,Adorn,Miguel,0,1,0,44
2013-01-12,2013-01-05,Thinkin Bout You,Frank Ocean,0,1,0,45
2013-01-12,2013-01-05,I Will Wait,Mumford & Sons,1,2,0,46
2013-01-12,2013-01-05,F**kin Problems,"A$AP Rocky & Drake, 2 Chainz & Kendrick Lamar",1,2,0,26
2013-01-12,2013-01-05,Don't Wake Me Up,Chris Brown,0,1,0,37
2013-01-12,2013-01-05,Wanted,Hunter Hayes,0,1,0,25
2013-01-12,2013-01-05,Some Nights,fun.,0,1,0,13
2013-01-12,2013-01-05,Clique,Kanye West & Jay-Z & Big Sean,1,3,0,23
2013-01-12,2013-01-05,Somebody That I Used To Know,Gotye & Kimbra,1,2,0,48
2013-01-12,2013-01-05,Locked Out Of Heaven,Bruno Mars,0,1,0,1
2013-01-12,2013-01-05,I Knew You Were Trouble.,Taylor Swift,0,1,0,2
2013-01-12,2013-01-05,Diamonds,Rihanna,0,1,0,3
2013-01-12,2013-01-05,Ho Hey,The Lumineers,0,1,0,4
2013-01-12,2013-01-05,Beauty And A Beat,Justin Bieber & Nicki Minaj,1,2,1,5
2013-01-12,2013-01-05,Gangnam Style,PSY,0,1,0,6
2013-01-12,2013-01-05,Die Young,Ke$ha,0,1,0,7
2013-01-12,2013-01-05,One More Night,Maroon 5,0,1,1,8
2013-01-12,2013-01-05,Home,Phillip Phillips,0,1,0,9
2013-01-12,2013-01-05,As Long As You Love Me,Justin Bieber & Big Sean,1,2,1,24
2013-01-12,2013-01-05,Thrift Shop,Macklemore & Ryan Lewis & Wanz,1,2,0,10
2013-01-12,2013-01-05,Scream & Shout,will.i.am & Britney Spears,1,2,1,12
2013-01-12,2013-01-05,Girl On Fire,Alicia Keys & Nicki Minaj,1,2,1,14
2013-01-12,2013-01-05,Don't You Worry Child,Swedish House Mafia & John Martin,1,2,0,15
2013-01-12,2013-01-05,The A Team,Ed Sheeran,0,1,0,16
2013-01-12,2013-01-05,We Are Never Ever Getting Back Together,Taylor Swift,0,1,1,17
2013-01-12,2013-01-05,Try,P!nk,0,1,1,18
2013-01-12,2013-01-05,Cruise,Florida Georgia Line & Nelly,1,2,0,19
2013-01-12,2013-01-05,Swimming Pools (Drank),Kendrick Lamar,0,1,0,20
2013-01-12,2013-01-05,It's Time,Imagine Dragons,0,1,0,21
2013-01-12,2013-01-05,Let Me Love You (Until You Learn To Love Yourself),Ne-Yo,0,1,0,22
2013-01-12,2013-01-05,I Cry,Flo Rida,0,1,0,11
2013-01-12,2013-01-05,Ready Or Not,Bridgit Mendler,0,1,0,49
2013-01-12,2013-01-05,Lights,Ellie Goulding,0,1,0,50
2013-01-12,2013-01-05,Radioactive,Imagine Dragons,0,1,1,51
2013-01-12,2013-01-05,Madness,Muse,0,1,0,78
2013-01-12,2013-01-05,One Of Those Nights,Tim McGraw,0,1,0,79
2013-01-12,2013-01-12,Red,Taylor Swift,0,1,1,80
2013-01-12,2013-01-05,Celebration,"Game & Chris Brown, Tyga, Wiz Khalifa & Lil Wayne",1,2,0,81
2013-01-12,2013-01-05,Diced Pineapples,Rick Ross & Wale & Drake,1,2,0,82
2013-01-12,2013-01-12,Kiss You,One Direction,0,1,1,83
2013-01-12,2013-01-12,22,Taylor Swift,0,1,1,84
2013-01-12,2013-01-05,El Cerrito Place,Kenny Chesney,0,1,0,85
2013-01-12,2013-01-05,Young & Gettin' It,Meek Mill & Kirko Bangz,1,2,0,86
2013-01-12,2013-01-05,Tip It On Back,Dierks Bentley,0,1,0,87
2013-01-12,2013-01-05,All Gold Everything,Trinidad James,0,1,0,77
2013-01-12,2013-01-05,Neva End,Future,0,1,0,88
2013-01-12,2013-01-05,Crying On A Suitcase,Casey James,0,1,0,90
2013-01-12,2013-01-05,King Wizard,Kid Cudi,0,1,0,91
2013-01-12,2013-01-05,Rest Of My Life,Ludacris & Usher & David Guetta,1,2,0,92
2013-01-12,2013-01-12,Cups (Pitch Perfect's When I'm Gone),Anna Kendrick,0,0,0,93
2013-01-12,2013-01-05,When I Was Your Man,Bruno Mars,0,1,1,94
2013-01-12,2013-01-05,Who Booty,Jonn Hart & IamSU!,1,2,0,95
2013-01-12,2013-01-12,Bellas Finals: Price Tag / Don't You (Forget About Me)...,The Barden Bellas,0,0,0,96
2013-01-12,2013-01-05,C'mon,Ke$ha,0,1,1,97
2013-01-12,2013-01-12,Rock Me,One Direction,0,1,1,98
2013-01-12,2013-01-12,My Moment,"DJ Drama & 2 Chainz, Meek Mill & Jeremih",1,0,0,99
2013-01-12,2013-01-05,Did It For The Girl,Greg Bates,0,1,0,89
2013-01-12,2013-01-05,Two Black Cadillacs,Carrie Underwood,0,1,0,76
2013-01-12,2013-01-05,Ice,Kelly Rowland & Lil Wayne,1,2,1,100
2013-01-12,2013-01-05,Poetic Justice,Kendrick Lamar & Drake,1,2,1,74
2013-01-12,2013-01-05,Merry Go 'round,Kacey Musgraves,0,1,0,75
2013-01-12,2013-01-05,The Only Way I Know,Jason Aldean With Luke Bryan & Eric Church,1,2,0,52
2013-01-12,2013-01-05,Anything Could Happen,Ellie Goulding,0,1,1,53
2013-01-12,2013-01-05,How Country Feels,Randy Houser,0,1,0,54
2013-01-12,2013-01-05,Somebody's Heartbreak,Hunter Hayes,0,1,1,55
2013-01-12,2013-01-05,Love Sosa,Chief Keef,0,1,0,56
2013-01-12,2013-01-05,Goodbye In Her Eyes,Zac Brown Band,0,1,0,57
2013-01-12,2013-01-05,Ball,T.I. & Lil Wayne,1,2,1,59
2013-01-12,2013-01-05,Til My Last Day,Justin Moore,0,1,0,60
2013-01-12,2013-01-05,Beer Money,Kip Moore,0,1,0,61
2013-01-12,2013-01-05,Skyfall,Adele,0,1,0,62
2013-01-12,2013-01-05,Feel Again,OneRepublic,0,1,0,58
2013-01-12,2013-01-05,Kiss Tomorrow Goodbye,Luke Bryan,0,1,0,64
2013-01-12,2013-01-05,Tornado,Little Big Town,0,1,0,65
2013-01-12,2013-01-05,Remember You,Wiz Khalifa & The Weeknd,1,2,0,66
2013-01-12,2013-01-12,Oath,Cher Lloyd & Becky G,1,0,0,73
2013-01-12,2013-01-05,Creepin',Eric Church,0,1,1,67
2013-01-12,2013-01-05,Wicked Games,The Weeknd,0,1,1,68
2013-01-12,2013-01-12,I Dreamed A Dream,Anne Hathaway,0,0,0,69
2013-01-12,2013-01-05,Don't Judge Me,Chris Brown,0,1,1,70
2013-01-12,2013-01-05,Southern Comfort Zone,Brad Paisley,0,1,0,71
2013-01-12,2013-01-05,Guap,Big Sean,0,1,1,72
2013-01-12,2013-01-05,Begin Again,Taylor Swift,0,1,1,63
2013-01-19,2013-01-05,Daylight,Maroon 5,0,2,0,34
2013-01-19,2013-01-05,I'm Different,2 Chainz,0,2,0,33
2013-01-19,2013-01-05,Hall Of Fame,The Script & will.i.am,1,4,0,32
2013-01-19,2013-01-05,Little Talks,Of Monsters & Men,1,4,0,27
2013-01-19,2013-01-05,Catch My Breath,Kelly Clarkson,0,2,0,30
2013-01-19,2013-01-05,Call Me Maybe,Carly Rae Jepsen,0,2,0,29
2013-01-19,2013-01-05,Too Close,Alex Clare,0,2,0,28
2013-01-19,2013-01-05,I Will Wait,Mumford & Sons,1,4,0,35
2013-01-19,2013-01-05,Wanted,Hunter Hayes,0,2,0,31
2013-01-19,2013-01-05,Adorn,Miguel,0,2,0,36
2013-01-19,2013-01-05,Blow Me (One Last Kiss),P!nk,0,2,0,47
2013-01-19,2013-01-05,No Worries,Lil Wayne & Detail,1,4,0,38
2013-01-19,2013-01-05,As Long As You Love Me,Justin Bieber & Big Sean,1,4,0,39
2013-01-19,2013-01-05,Better Dig Two,The Band Perry,0,2,0,40
2013-01-19,2013-01-05,Bandz A Make Her Dance,Juicy J & Lil Wayne & 2 Chainz,1,4,0,41
2013-01-19,2013-01-05,Va Va Voom,Nicki Minaj,0,2,0,42
2013-01-19,2013-01-05,Somebody That I Used To Know,Gotye & Kimbra,1,4,0,43
2013-01-19,2013-01-05,Every Storm (Runs Out Of Rain),Gary Allan,0,2,0,44
2013-01-19,2013-01-05,Lights,Ellie Goulding,0,2,0,45
2013-01-19,2013-01-05,Thinkin Bout You,Frank Ocean,0,2,0,46
2013-01-19,2013-01-05,Clique,Kanye West & Jay-Z & Big Sean,1,6,1,26
2013-01-19,2013-01-05,Little Things,One Direction,0,2,0,37
2013-01-19,2013-01-05,We Are Never Ever Getting Back Together,Taylor Swift,0,2,0,25
2013-01-19,2013-01-05,Girl On Fire,Alicia Keys & Nicki Minaj,1,4,1,13
2013-01-19,2013-01-05,Cruise,Florida Georgia Line & Nelly,1,4,0,23
2013-01-19,2013-01-05,Don't Wake Me Up,Chris Brown,0,2,0,48
2013-01-19,2013-01-05,Locked Out Of Heaven,Bruno Mars,0,2,0,1
2013-01-19,2013-01-05,Diamonds,Rihanna,0,2,0,2
2013-01-19,2013-01-05,I Knew You Were Trouble.,Taylor Swift,0,2,1,3
2013-01-19,2013-01-05,Ho Hey,The Lumineers,0,2,0,4
2013-01-19,2013-01-05,Thrift Shop,Macklemore & Ryan Lewis & Wanz,1,4,0,5
2013-01-19,2013-01-05,Home,Phillip Phillips,0,2,0,6
2013-01-19,2013-01-05,Beauty And A Beat,Justin Bieber & Nicki Minaj,1,4,1,7
2013-01-19,2013-01-05,Scream & Shout,will.i.am & Britney Spears,1,4,1,8
2013-01-19,2013-01-05,One More Night,Maroon 5,0,2,1,9
2013-01-19,2013-01-05,Sweet Nothing,Calvin Harris & Florence Welch,1,4,0,24
2013-01-19,2013-01-05,I Cry,Flo Rida,0,2,0,10
2013-01-19,2013-01-05,Die Young,Ke$ha,0,2,0,12
2013-01-19,2013-01-05,Gangnam Style,PSY,0,2,0,14
2013-01-19,2013-01-05,Some Nights,fun.,0,2,0,15
2013-01-19,2013-01-05,Try,P!nk,0,2,1,16
2013-01-19,2013-01-05,Don't Stop The Party,Pitbull & TJR,1,4,0,17
2013-01-19,2013-01-05,The A Team,Ed Sheeran,0,2,0,18
2013-01-19,2013-01-05,It's Time,Imagine Dragons,0,2,0,19
2013-01-19,2013-01-05,Swimming Pools (Drank),Kendrick Lamar,0,2,0,20
2013-01-19,2013-01-05,Let Me Love You (Until You Learn To Love Yourself),Ne-Yo,0,2,0,21
2013-01-19,2013-01-05,F**kin Problems,"A$AP Rocky & Drake, 2 Chainz & Kendrick Lamar",1,4,0,22
2013-01-19,2013-01-05,Don't You Worry Child,Swedish House Mafia & John Martin,1,4,0,11
2013-01-19,2013-01-05,Radioactive,Imagine Dragons,0,2,1,49
2013-01-19,2013-01-05,Goodbye In Her Eyes,Zac Brown Band,0,2,0,50
2013-01-19,2013-01-05,How Country Feels,Randy Houser,0,2,0,51
2013-01-19,2013-01-05,Skyfall,Adele,0,2,0,78
2013-01-19,2013-01-05,Creepin',Eric Church,0,2,0,79
2013-01-19,2013-01-05,Rest Of My Life,Ludacris & Usher & David Guetta,1,4,0,80
2013-01-19,2013-01-12,Cups (Pitch Perfect's When I'm Gone),Anna Kendrick,0,1,0,81
2013-01-19,2013-01-05,Tip It On Back,Dierks Bentley,0,2,0,82
2013-01-19,2013-01-05,Neva End,Future,0,2,0,83
2013-01-19,2013-01-05,Who Booty,Jonn Hart & IamSU!,1,4,0,84
2013-01-19,2013-01-05,El Cerrito Place,Kenny Chesney,0,2,0,85
2013-01-19,2013-01-05,Diced Pineapples,Rick Ross & Wale & Drake,1,4,0,86
2013-01-19,2013-01-12,Bellas Finals: Price Tag / Don't You (Forget About Me)...,The Barden Bellas,0,1,0,87
2013-01-19,2013-01-05,Guap,Big Sean,0,2,1,77
2013-01-19,2013-01-05,Celebration,"Game & Chris Brown, Tyga, Wiz Khalifa & Lil Wayne",1,4,0,88
2013-01-19,2013-01-19,Pour It Up,Rihanna,0,2,1,90
2013-01-19,2013-01-19,I Drive Your Truck,Lee Brice,0,0,0,91
2013-01-19,2013-01-05,Crying On A Suitcase,Casey James,0,2,0,92
2013-01-19,2013-01-19,Riff Off: Mickey / Like A Virgin / Hit Me With Your Best Shot...,"The Barden Bellas, The Treblemakers & The BU Harmonics",1,0,0,93
2013-01-19,2013-01-05,Take A Walk,Passion Pit,0,1,0,94
2013-01-19,2013-01-05,Young & Gettin' It,Meek Mill & Kirko Bangz,1,4,0,95
2013-01-19,2013-01-05,Did It For The Girl,Greg Bates,0,2,0,96
2013-01-19,2013-01-19,On My Own,Samantha Barks,0,0,0,97
2013-01-19,2013-01-05,Ice,Kelly Rowland & Lil Wayne,1,4,1,98
2013-01-19,2013-01-19,Battle Scars,Lupe Fiasco & Guy Sebastian,1,0,0,99
2013-01-19,2013-01-05,Stubborn Love,The Lumineers,0,2,1,89
2013-01-19,2013-01-05,Merry Go 'round,Kacey Musgraves,0,2,0,76
2013-01-19,2013-01-19,Carry On,fun.,0,2,1,100
2013-01-19,2013-01-12,I Dreamed A Dream,Anne Hathaway,0,1,0,74
2013-01-19,2013-01-05,Ready Or Not,Bridgit Mendler,0,2,0,75
2013-01-19,2013-01-05,The Only Way I Know,Jason Aldean With Luke Bryan & Eric Church,1,4,1,52
2013-01-19,2013-01-05,Feel Again,OneRepublic,0,2,0,53
2013-01-19,2013-01-05,Anything Could Happen,Ellie Goulding,0,2,1,54
2013-01-19,2013-01-05,Ball,T.I. & Lil Wayne,1,4,1,55
2013-01-19,2013-01-05,Beer Money,Kip Moore,0,2,0,56
2013-01-19,2013-01-05,Tornado,Little Big Town,0,2,0,57
2013-01-19,2013-01-05,Somebody's Heartbreak,Hunter Hayes,0,2,1,59
2013-01-19,2013-01-05,Wicked Games,The Weeknd,0,2,0,60
2013-01-19,2013-01-05,All Gold Everything,Trinidad James,0,2,0,61
2013-01-19,2013-01-05,Southern Comfort Zone,Brad Paisley,0,2,0,62
2013-01-19,2013-01-05,Til My Last Day,Justin Moore,0,2,0,58
2013-01-19,2013-01-05,Poetic Justice,Kendrick Lamar & Drake,1,4,1,64
2013-01-19,2013-01-05,C'mon,Ke$ha,0,2,1,65
2013-01-19,2013-01-05,Love Sosa,Chief Keef,0,2,0,66
2013-01-19,2013-01-05,Begin Again,Taylor Swift,0,2,1,73
2013-01-19,2013-01-05,Remember You,Wiz Khalifa & The Weeknd,1,4,1,67
2013-01-19,2013-01-05,Madness,Muse,0,2,0,68
2013-01-19,2013-01-05,One Of Those Nights,Tim McGraw,0,2,0,69
2013-01-19,2013-01-05,Two Black Cadillacs,Carrie Underwood,0,2,0,70
2013-01-19,2013-01-05,Don't Judge Me,Chris Brown,0,2,1,71
2013-01-19,2013-01-05,Kiss Tomorrow Goodbye,Luke Bryan,0,2,0,72
2013-01-19,2013-01-05,Live While We're Young,One Direction,0,2,1,63
2013-01-26,2013-01-05,Adorn,Miguel,0,3,0,34
2013-01-26,2013-01-05,Better Dig Two,The Band Perry,0,3,0,33
2013-01-26,2013-01-05,I Will Wait,Mumford & Sons,1,6,0,32
2013-01-26,2013-01-05,Little Talks,Of Monsters & Men,1,6,0,27
2013-01-26,2013-01-05,Cruise,Florida Georgia Line & Nelly,1,6,0,30
2013-01-26,2013-01-05,Clique,Kanye West & Jay-Z & Big Sean,1,9,0,29
2013-01-26,2013-01-05,I'm Different,2 Chainz,0,3,0,28
2013-01-26,2013-01-05,Every Storm (Runs Out Of Rain),Gary Allan,0,3,0,35
2013-01-26,2013-01-05,Wanted,Hunter Hayes,0,3,0,31
2013-01-26,2013-01-05,Little Things,One Direction,0,3,0,36
2013-01-26,2013-01-05,How Country Feels,Randy Houser,0,3,0,47
2013-01-26,2013-01-05,No Worries,Lil Wayne & Detail,1,6,0,38
2013-01-26,2013-01-05,We Are Never Ever Getting Back Together,Taylor Swift,0,3,0,39
2013-01-26,2013-01-05,Call Me Maybe,Carly Rae Jepsen,0,3,0,40
2013-01-26,2013-01-05,Radioactive,Imagine Dragons,0,3,0,41
2013-01-26,2013-01-05,Somebody That I Used To Know,Gotye & Kimbra,1,6,0,42
2013-01-26,2013-01-05,Bandz A Make Her Dance,Juicy J & Lil Wayne & 2 Chainz,1,6,0,43
2013-01-26,2013-01-26,Sure Be Cool If You Did,Blake Shelton,0,0,0,44
2013-01-26,2013-01-05,Thinkin Bout You,Frank Ocean,0,3,0,45
2013-01-26,2013-01-05,The Only Way I Know,Jason Aldean With Luke Bryan & Eric Church,1,6,0,46
2013-01-26,2013-01-05,Hall Of Fame,The Script & will.i.am,1,6,0,26
2013-01-26,2013-01-05,Too Close,Alex Clare,0,3,0,37
2013-01-26,2013-01-05,Daylight,Maroon 5,0,3,0,25
2013-01-26,2013-01-05,Girl On Fire,Alicia Keys & Nicki Minaj,1,6,0,13
2013-01-26,2013-01-05,Catch My Breath,Kelly Clarkson,0,3,0,23
2013-01-26,2013-01-05,C'mon,Ke$ha,0,3,0,48
2013-01-26,2013-01-05,Locked Out Of Heaven,Bruno Mars,0,3,0,1
2013-01-26,2013-01-05,Thrift Shop,Macklemore & Ryan Lewis & Wanz,1,6,0,2
2013-01-26,2013-01-05,Ho Hey,The Lumineers,0,3,0,3
2013-01-26,2013-01-05,I Knew You Were Trouble.,Taylor Swift,0,3,1,4
2013-01-26,2013-01-05,Diamonds,Rihanna,0,3,0,5
2013-01-26,2013-01-05,Scream & Shout,will.i.am & Britney Spears,1,6,1,6
2013-01-26,2013-01-05,Don't You Worry Child,Swedish House Mafia & John Martin,1,6,0,7
2013-01-26,2013-01-05,Beauty And A Beat,Justin Bieber & Nicki Minaj,1,6,1,8
2013-01-26,2013-01-05,Home,Phillip Phillips,0,3,0,9
2013-01-26,2013-01-05,Let Me Love You (Until You Learn To Love Yourself),Ne-Yo,0,3,0,24
2013-01-26,2013-01-05,I Cry,Flo Rida,0,3,0,10
2013-01-26,2013-01-05,Try,P!nk,0,3,0,12
2013-01-26,2013-01-05,Some Nights,fun.,0,3,0,14
2013-01-26,2013-01-05,It's Time,Imagine Dragons,0,3,1,15
2013-01-26,2013-01-05,Die Young,Ke$ha,0,3,1,16
2013-01-26,2013-01-05,Don't Stop The Party,Pitbull & TJR,1,6,0,17
2013-01-26,2013-01-05,F**kin Problems,"A$AP Rocky & Drake, 2 Chainz & Kendrick Lamar",1,6,0,18
2013-01-26,2013-01-05,The A Team,Ed Sheeran,0,3,0,19
2013-01-26,2013-01-05,Sweet Nothing,Calvin Harris & Florence Welch,1,6,0,20
2013-01-26,2013-01-05,Swimming Pools (Drank),Kendrick Lamar,0,3,0,21
