fecha_chart,fecha_debut,titulo,artista,colaboracion,exitos_previos_artista,artista_ya_estado_esta_semana,ranking
2014-08-23,2014-06-14,Trumpets,Jason Derulo,0,65,1,89
2014-08-23,2014-05-24,Good Kisser,Usher,0,14,0,91
2014-08-23,2014-05-17,My Eyes,Blake Shelton & Gwen Sebastian,1,92,0,92
2014-08-23,2014-08-23,Fireball,Pitbull & John Ryan,1,68,0,93
2014-08-23,2014-08-16,No Flex Zone,Rae Sremmurd,0,1,0,94
2014-08-23,2014-07-19,Foreign,Trey Songz,0,28,0,95
2014-08-23,2014-08-23,Cold One,Eric Church,0,53,0,96
2014-08-23,2014-04-26,Birthday,Katy Perry,0,52,1,97
2014-08-23,2014-06-21,Song About A Girl,Eric Paslay,0,29,0,98
2014-08-23,2014-08-23,About The Money,T.I. & Young Thug,1,35,1,99
2014-08-23,2014-06-28,Don't,Ed Sheeran,0,65,0,50
2014-08-23,2014-08-16,I Will Never Let You Down,Rita Ora,0,5,1,90
2014-08-23,2013-12-28,V. 3005,Childish Gambino,0,10,0,76
2014-08-23,2014-08-23,Wild Life,Jack & Jack,1,0,0,87
2014-08-23,2014-04-26,Sing,Ed Sheeran,0,65,1,74
2014-08-23,2014-06-21,Wasted,Tiesto & Matthew Koma,1,30,0,75
2014-08-23,2014-08-02,Roller Coaster,Luke Bryan,0,74,0,53
2014-08-23,2014-05-24,River Bank,Brad Paisley,0,42,0,54
2014-08-23,2014-07-19,Amnesia,5 Seconds Of Summer,0,18,1,55
2014-08-23,2014-04-26,Girls Chase Boys,Ingrid Michaelson,0,17,0,56
2014-08-23,2014-05-03,We Dem Boyz,Wiz Khalifa,0,35,0,57
2014-08-23,2014-08-09,0 To 100 / The Catch Up,Drake,0,81,1,58
2014-08-23,2014-06-28,Hope You Get Lonely Tonight,Cole Swindell,0,27,0,59
2014-08-23,2014-05-03,"Where It's At (Yep, Yep)",Dustin Lynch,0,13,0,60
2014-08-23,2014-05-10,Yeah,Joe Nichols,0,35,0,61
2014-08-23,2014-04-12,Me And My Broken Heart,Rixton,0,19,0,62
2014-08-23,2014-07-12,Leave The Night On,Sam Hunt,0,6,0,52
2014-08-23,2014-07-12,Riptide,Vance Joy,0,6,0,64
2014-08-23,2014-05-24,Come Get It Bae,Pharrell Williams,0,60,1,63
2014-08-23,2014-08-16,Hot Boy,Bobby Shmurda,0,1,0,72
2014-08-23,2013-10-26,Ready Set Roll,Chase Rice,0,10,0,71
2014-08-23,2014-08-02,Hideaway,Kiesza,0,3,0,70
2014-08-23,2014-05-10,We Are Tonight,Billy Currington,0,36,0,69
2014-08-23,2014-07-19,New Flame,Chris Brown & Usher & Rick Ross,1,86,1,73
2014-08-23,2014-04-12,Beachin',Jake Owen,0,49,0,67
2014-08-23,2014-08-16,This Is How We Do,Katy Perry,0,52,1,66
2014-08-23,2014-05-31,Main Chick,Kid Ink & Chris Brown,1,123,1,65
2014-08-23,2014-06-28,Small Town Throwdown,Brantley Gilbert & Justin Moore & Thomas Rhett,1,60,0,68
2014-08-30,2014-04-19,Come With Me Now,KONGOS,0,19,0,36
2014-08-30,2014-05-17,Wiggle,Jason Derulo & Snoop Dogg,1,81,0,29
2014-08-30,2014-06-14,Habits (Stay High),Tove Lo,0,11,0,30
2014-08-30,2014-07-26,Cool Kids,Echosmith,0,5,0,31
2014-08-30,2014-02-01,Loyal,Chris Brown & Lil Wayne & French Montana Or Too $hort Or Tyga,1,114,0,32
2014-08-30,2014-06-07,Bartender,Lady Antebellum,0,63,0,33
2014-08-30,2014-05-31,Drunk On A Plane,Dierks Bentley,0,44,0,28
2014-08-30,2014-05-17,A Sky Full Of Stars,Coldplay,0,25,0,34
2014-08-30,2014-01-11,Turn Down For What,DJ Snake & Lil Jon,1,66,0,35
2014-08-30,2013-07-06,Counting Stars,OneRepublic,0,68,0,37
2014-08-30,2014-03-01,Classic,MKTO,0,26,0,43
2014-08-30,2014-08-23,Anaconda,Nicki Minaj,0,69,0,39
2014-08-30,2014-06-21,Studio,ScHoolboy Q & BJ The Chicago Kid,1,42,0,40
2014-08-30,2014-05-03,I Don't Dance,Lee Brice,0,57,0,41
2014-08-30,2014-07-05,No Mediocre,T.I. & Iggy Azalea,1,44,0,42
2014-08-30,2014-08-02,Lifestyle,Rich Gang & Young Thug & Rich Homie Quan,1,28,0,44
2014-08-30,2014-06-14,Believe Me,Lil Wayne & Drake,1,126,0,45
2014-08-30,2013-08-31,Pompeii,Bastille,0,52,0,46
2014-08-30,2014-06-14,Meanwhile Back At Mama's,Tim McGraw & Faith Hill,1,76,0,47
2014-08-30,2014-07-12,Leave The Night On,Sam Hunt,0,7,0,48
2014-08-30,2014-05-24,2 On,Tinashe & ScHoolboy Q,1,46,1,27
2014-08-30,2014-07-19,New Flame,Chris Brown & Usher & Rick Ross,1,88,1,38
2014-08-30,2013-06-01,Really Don't Care,Demi Lovato & Cher Lloyd,1,66,0,26
2014-08-30,2014-08-30,Best Mistake,Ariana Grande & Big Sean,1,80,0,49
2014-08-30,2014-07-26,Dirt,Florida Georgia Line,0,86,0,24
2014-08-30,2014-07-26,All About That Bass,Meghan Trainor,0,5,0,2
2014-08-30,2014-04-19,Stay With Me,Sam Smith,0,25,0,3
2014-08-30,2014-07-19,Break Free,Ariana Grande & Zedd,1,102,1,4
2014-08-30,2014-03-22,Fancy,Iggy Azalea & Charli XCX,1,75,1,5
2014-08-30,2014-05-03,Am I Wrong,Nico & Vinz,1,34,0,6
2014-08-30,2014-05-17,Problem,Ariana Grande & Iggy Azalea,1,71,1,7
2014-08-30,2014-07-19,Black Widow,Iggy Azalea & Rita Ora,1,29,1,8
2014-08-30,2014-05-24,Chandelier,Sia,0,15,0,9
2014-08-30,2014-08-16,Bang Bang,"Jessie J, Ariana Grande & Nicki Minaj",1,71,1,10
2014-08-30,2014-06-21,Boom Clap,Charli XCX,0,52,1,11
2014-08-30,2014-07-05,American Kids,Kenny Chesney,0,36,0,25
2014-08-30,2014-07-05,Maps,Maroon 5,0,51,0,12
2014-08-30,2014-06-28,Rather Be,Clean Bandit & Jess Glynne,1,18,0,14
2014-08-30,2014-05-17,Bailando,Enrique Iglesias & Descemer Bueno & Gente de Zona,1,41,0,15
2014-08-30,2013-09-21,All Of Me,John Legend,0,44,0,16
2014-08-30,2014-06-21,Shower,Becky G,0,11,0,17
2014-08-30,2014-07-12,Don't Tell 'Em,Jeremih & YG,1,52,0,18
2014-08-30,2014-01-18,Happy,Pharrell Williams,0,61,0,19
2014-08-30,2014-08-09,Burnin' It Down,Jason Aldean,0,53,0,20
2014-08-30,2014-04-05,Summer,Calvin Harris,0,69,0,21
2014-08-30,2014-05-03,Love Runs Out,OneRepublic,0,68,1,22
2014-08-30,2013-10-05,Dark Horse,Katy Perry & Juicy J,1,117,0,23
2014-08-30,2014-03-29,Latch,Disclosure & Sam Smith,1,46,1,13
2014-08-30,2013-12-14,This Is How We Roll,Florida Georgia Line & Jason Derulo & Luke Bryan,1,113,1,50
2014-08-30,2014-05-10,Rude,MAGIC!,0,16,0,1
2014-08-30,2014-08-16,Hot Boy,Bobby Shmurda,0,2,0,52
2014-08-30,2013-12-28,V. 3005,Childish Gambino,0,11,0,79
2014-08-30,2014-07-26,Sunshine & Whiskey,Frankie Ballard,0,25,0,80
2014-08-30,2014-04-26,Sing,Ed Sheeran,0,66,0,81
2014-08-30,2014-05-24,Come Get It Bae,Pharrell Williams,0,61,1,82
2014-08-30,2014-08-16,I Will Never Let You Down,Rita Ora,0,6,1,83
2014-08-30,2014-08-30,Shell Shocked,"Juicy J, Wiz Khalifa & Ty Dolla $ign & Kill The Noise & Madsonik",1,0,0,84
2014-08-30,2014-06-14,Trumpets,Jason Derulo,0,66,1,85
2014-08-30,2014-06-21,I'm Ready,AJR,0,10,0,86
2014-08-30,2014-04-26,Cut Her Off,KCamp & 2 Chainz,1,104,0,87
2014-08-30,2014-08-23,Fireball,Pitbull & John Ryan,1,70,0,88
2014-08-30,2014-08-16,Girl In A Country Song,Maddie & Tae,1,2,0,78
2014-08-30,2014-06-21,Day Drinking,Little Big Town,0,18,0,89
2014-08-30,2014-08-23,About The Money,T.I. & Young Thug,1,37,1,91
2014-08-30,2014-05-10,Who I Am With You,Chris Young,0,48,0,92
2014-08-30,2014-08-23,Cold One,Eric Church,0,54,0,93
2014-08-30,2014-08-30,Hookah,Tyga & Young Thug,1,37,1,94
2014-08-30,2014-05-24,Good Kisser,Usher,0,15,0,95
2014-08-30,2014-08-30,Take Me To Church,Hozier,0,0,0,96
2014-08-30,2014-07-26,Dust,Eli Young Band,0,23,0,97
2014-08-30,2014-07-19,Foreign,Trey Songz,0,29,0,98
2014-08-30,2014-05-17,My Eyes,Blake Shelton & Gwen Sebastian,1,94,0,99
2014-08-30,2014-08-30,Later On,The Swon Brothers,0,2,0,100
2014-08-30,2014-06-21,Wasted,Tiesto & Matthew Koma,1,32,0,90
2014-08-30,2014-05-17,Work,Iggy Azalea,0,23,1,77
2014-08-30,2014-06-28,Don't,Ed Sheeran,0,66,1,51
2014-08-30,2014-05-10,We Are Tonight,Billy Currington,0,37,0,75
2014-08-30,2014-07-26,Fight Night,Migos,0,6,0,76
2014-08-30,2014-08-09,0 To 100 / The Catch Up,Drake,0,82,1,53
2014-08-30,2014-07-19,Amnesia,5 Seconds Of Summer,0,19,0,54
2014-08-30,2014-06-28,Hope You Get Lonely Tonight,Cole Swindell,0,28,0,55
2014-08-30,2014-06-07,Somethin' Bad,Miranda Lambert Duet & Carrie Underwood,1,63,0,56
2014-08-30,2014-08-16,This Is How We Do,Katy Perry,0,53,1,57
2014-08-30,2014-05-03,We Dem Boyz,Wiz Khalifa,0,36,0,58
2014-08-30,2014-08-02,Roller Coaster,Luke Bryan,0,75,0,60
2014-08-30,2014-06-07,Pills N Potions,Nicki Minaj,0,69,1,61
2014-08-30,2014-05-24,River Bank,Brad Paisley,0,43,0,62
2014-08-30,2014-05-03,"Where It's At (Yep, Yep)",Dustin Lynch,0,14,0,63
2014-08-30,2014-04-26,Girls Chase Boys,Ingrid Michaelson,0,18,0,59
2014-08-30,2014-08-02,Hideaway,Kiesza,0,4,0,65
2014-08-30,2013-10-26,Ready Set Roll,Chase Rice,0,11,0,66
2014-08-30,2014-05-31,Main Chick,Kid Ink & Chris Brown,1,125,1,67
2014-08-30,2014-04-19,She Looks So Perfect,5 Seconds Of Summer,0,19,1,74
2014-08-30,2014-08-16,No Flex Zone,Rae Sremmurd,0,2,0,68
2014-08-30,2014-05-10,Yeah,Joe Nichols,0,36,0,69
2014-08-30,2014-06-28,Small Town Throwdown,Brantley Gilbert & Justin Moore & Thomas Rhett,1,62,0,70
2014-08-30,2014-08-09,Stolen Dance,Milky Chance,0,3,0,71
2014-08-30,2014-07-26,Bo$$,Fifth Harmony,0,16,0,72
2014-08-30,2014-05-17,Love Never Felt So Good,Michael Jackson & Justin Timberlake,1,93,0,73
2014-08-30,2014-07-12,Riptide,Vance Joy,0,7,0,64
2014-09-06,2014-02-01,Loyal,Chris Brown & Lil Wayne & French Montana Or Too $hort Or Tyga,1,116,0,34
2014-09-06,2014-05-31,Drunk On A Plane,Dierks Bentley,0,45,0,33
2014-09-06,2014-05-17,A Sky Full Of Stars,Coldplay,0,26,0,32
2014-09-06,2014-07-05,American Kids,Kenny Chesney,0,37,0,27
2014-09-06,2013-10-05,Dark Horse,Katy Perry & Juicy J,1,119,0,30
2014-09-06,2014-05-24,2 On,Tinashe & ScHoolboy Q,1,48,0,29
2014-09-06,2014-04-05,Summer,Calvin Harris,0,70,0,28
2014-09-06,2014-06-07,Bartender,Lady Antebellum,0,64,0,35
2014-09-06,2014-05-03,Love Runs Out,OneRepublic,0,69,0,31
2014-09-06,2014-08-16,This Is How We Do,Katy Perry,0,54,1,36
2014-09-06,2014-06-28,Don't,Ed Sheeran,0,67,0,47
2014-09-06,2014-08-02,Lifestyle,Rich Gang & Young Thug & Rich Homie Quan,1,30,0,38
2014-09-06,2014-07-05,No Mediocre,T.I. & Iggy Azalea,1,46,0,39
2014-09-06,2014-05-17,Wiggle,Jason Derulo & Snoop Dogg,1,83,0,40
2014-09-06,2013-07-06,Counting Stars,OneRepublic,0,69,1,41
2014-09-06,2014-01-11,Turn Down For What,DJ Snake & Lil Jon,1,68,0,42
2014-09-06,2014-08-16,Hot Boy,Bobby Shmurda,0,3,0,43
2014-09-06,2014-04-19,Come With Me Now,KONGOS,0,20,0,44
2014-09-06,2014-06-21,Studio,ScHoolboy Q & BJ The Chicago Kid,1,44,1,45
2014-09-06,2014-07-19,Amnesia,5 Seconds Of Summer,0,20,0,46
2014-09-06,2013-06-01,Really Don't Care,Demi Lovato & Cher Lloyd,1,68,0,26
2014-09-06,2014-07-19,New Flame,Chris Brown & Usher & Rick Ross,1,90,1,37
2014-09-06,2014-07-26,Cool Kids,Echosmith,0,6,0,25
2014-09-06,2014-05-17,Problem,Ariana Grande & Iggy Azalea,1,73,1,13
2014-09-06,2014-06-14,Habits (Stay High),Tove Lo,0,12,0,23
2014-09-06,2014-07-12,Leave The Night On,Sam Hunt,0,8,0,48
2014-09-06,2014-09-06,Shake It Off,Taylor Swift,0,49,0,1
2014-09-06,2014-08-23,Anaconda,Nicki Minaj,0,70,0,2
2014-09-06,2014-07-26,All About That Bass,Meghan Trainor,0,6,0,3
2014-09-06,2014-04-19,Stay With Me,Sam Smith,0,26,0,4
2014-09-06,2014-05-10,Rude,MAGIC!,0,17,0,5
2014-09-06,2014-07-19,Black Widow,Iggy Azalea & Rita Ora,1,31,1,6
2014-09-06,2014-07-19,Break Free,Ariana Grande & Zedd,1,104,1,7
2014-09-06,2014-05-24,Chandelier,Sia,0,16,0,8
2014-09-06,2014-08-16,Bang Bang,"Jessie J, Ariana Grande & Nicki Minaj",1,73,1,9
2014-09-06,2014-07-26,Dirt,Florida Georgia Line,0,87,0,24
2014-09-06,2014-05-03,Am I Wrong,Nico & Vinz,1,36,0,10
2014-09-06,2014-06-21,Boom Clap,Charli XCX,0,53,0,12
2014-09-06,2014-07-05,Maps,Maroon 5,0,52,0,14
2014-09-06,2014-06-28,Rather Be,Clean Bandit & Jess Glynne,1,20,0,15
2014-09-06,2014-05-17,Bailando,Enrique Iglesias & Descemer Bueno & Gente de Zona,1,43,0,16
2014-09-06,2014-03-29,Latch,Disclosure & Sam Smith,1,48,1,17
2014-09-06,2014-07-12,Don't Tell 'Em,Jeremih & YG,1,54,0,18
2014-09-06,2014-06-21,Shower,Becky G,0,12,0,19
2014-09-06,2013-09-21,All Of Me,John Legend,0,45,0,20
2014-09-06,2014-01-18,Happy,Pharrell Williams,0,62,0,21
2014-09-06,2014-08-09,Burnin' It Down,Jason Aldean,0,54,0,22
2014-09-06,2014-03-22,Fancy,Iggy Azalea & Charli XCX,1,77,1,11
2014-09-06,2014-05-03,We Dem Boyz,Wiz Khalifa,0,37,0,49
2014-09-06,2014-06-07,Pills N Potions,Nicki Minaj,0,70,1,50
2014-09-06,2014-06-14,Meanwhile Back At Mama's,Tim McGraw & Faith Hill,1,78,0,51
2014-09-06,2014-04-26,Sing,Ed Sheeran,0,67,1,78
2014-09-06,2014-08-23,About The Money,T.I. & Young Thug,1,39,1,79
2014-09-06,2014-06-14,Trumpets,Jason Derulo,0,67,1,80
2014-09-06,2014-09-06,Neon Light,Blake Shelton,0,80,0,81
2014-09-06,2014-06-21,Day Drinking,Little Big Town,0,19,0,82
2014-09-06,2014-04-26,Cut Her Off,KCamp & 2 Chainz,1,106,0,83
2014-09-06,2014-05-10,We Are Tonight,Billy Currington,0,38,0,84
2014-09-06,2014-08-30,Hookah,Tyga & Young Thug,1,39,1,85
2014-09-06,2014-09-06,Animals,Maroon 5,0,52,1,86
2014-09-06,2014-08-30,Take Me To Church,Hozier,0,1,0,87
2014-09-06,2014-08-16,I Will Never Let You Down,Rita Ora,0,7,1,77
2014-09-06,2014-09-06,Waves,Mr. Probz,0,0,0,88
2014-09-06,2014-07-26,Dust,Eli Young Band,0,24,0,90
2014-09-06,2014-05-24,Good Kisser,Usher,0,16,0,91
2014-09-06,2014-08-30,Shell Shocked,"Juicy J, Wiz Khalifa & Ty Dolla $ign & Kill The Noise & Madsonik",1,2,0,92
2014-09-06,2014-05-24,Come Get It Bae,Pharrell Williams,0,62,1,93
2014-09-06,2014-06-21,Wasted,Tiesto & Matthew Koma,1,34,0,94
2014-09-06,2014-05-10,Who I Am With You,Chris Young,0,49,0,95
2014-09-06,2014-09-06,Delirious (Boneless),"Steve Aoki, Chris Lake & Tujamo & Kid Ink",1,42,0,96
2014-09-06,2014-08-30,Later On,The Swon Brothers,0,3,0,97
2014-09-06,2014-07-19,Foreign,Trey Songz,0,30,0,98
2014-09-06,2014-09-06,Walk Thru,Rich Homie Quan & Problem,1,20,0,99
2014-09-06,2014-08-23,Cold One,Eric Church,0,55,0,89
2014-09-06,2014-05-17,Love Never Felt So Good,Michael Jackson & Justin Timberlake,1,95,0,76
2014-09-06,2014-06-07,Dare (La La La),Shakira,0,28,0,100
2014-09-06,2014-08-16,Girl In A Country Song,Maddie & Tae,1,4,0,74
2014-09-06,2013-12-28,V. 3005,Childish Gambino,0,12,0,75
2014-09-06,2014-04-26,Girls Chase Boys,Ingrid Michaelson,0,19,0,52
2014-09-06,2014-08-09,0 To 100 / The Catch Up,Drake,0,83,0,53
2014-09-06,2014-08-02,Roller Coaster,Luke Bryan,0,76,0,54
2014-09-06,2014-05-03,"Where It's At (Yep, Yep)",Dustin Lynch,0,15,0,55
2014-09-06,2014-05-03,I Don't Dance,Lee Brice,0,58,0,56
2014-09-06,2014-06-14,Believe Me,Lil Wayne & Drake,1,128,1,57
2014-09-06,2014-06-28,Hope You Get Lonely Tonight,Cole Swindell,0,29,0,59
2014-09-06,2014-08-02,Hideaway,Kiesza,0,5,0,60
2014-09-06,2014-07-12,Riptide,Vance Joy,0,8,0,61
2014-09-06,2014-08-16,No Flex Zone,Rae Sremmurd,0,3,0,62
2014-09-06,2014-06-07,Somethin' Bad,Miranda Lambert Duet & Carrie Underwood,1,65,0,58
2014-09-06,2014-07-26,Bo$$,Fifth Harmony,0,17,0,64
2014-09-06,2014-05-24,River Bank,Brad Paisley,0,44,0,65
2014-09-06,2014-08-09,Stolen Dance,Milky Chance,0,4,0,66
2014-09-06,2014-05-17,Work,Iggy Azalea,0,24,1,73
2014-09-06,2014-06-28,Small Town Throwdown,Brantley Gilbert & Justin Moore & Thomas Rhett,1,64,0,67
2014-09-06,2014-08-23,Fireball,Pitbull & John Ryan,1,72,0,68
2014-09-06,2014-07-26,Fight Night,Migos,0,7,0,69
2014-09-06,2014-05-10,Yeah,Joe Nichols,0,37,0,70
2014-09-06,2014-05-31,Main Chick,Kid Ink & Chris Brown,1,127,1,71
2014-09-06,2014-07-26,Sunshine & Whiskey,Frankie Ballard,0,26,0,72
2014-09-06,2013-10-26,Ready Set Roll,Chase Rice,0,12,0,63
2014-09-13,2014-06-28,Don't,Ed Sheeran,0,68,0,34
2014-09-13,2014-07-19,Amnesia,5 Seconds Of Summer,0,21,0,33
2014-09-13,2013-10-05,Dark Horse,Katy Perry & Juicy J,1,121,0,32
2014-09-13,2014-07-26,Dirt,Florida Georgia Line,0,88,0,27
2014-09-13,2013-06-01,Really Don't Care,Demi Lovato & Cher Lloyd,1,70,0,30
2014-09-13,2014-08-16,This Is How We Do,Katy Perry,0,55,1,29
2014-09-13,2014-05-17,A Sky Full Of Stars,Coldplay,0,27,0,28
2014-09-13,2014-05-24,2 On,Tinashe & ScHoolboy Q,1,50,0,35
2014-09-13,2014-07-05,American Kids,Kenny Chesney,0,38,0,31
2014-09-13,2014-06-07,Bartender,Lady Antebellum,0,65,0,36
2014-09-13,2014-01-11,Turn Down For What,DJ Snake & Lil Jon,1,70,0,47
2014-09-13,2014-08-02,Lifestyle,Rich Gang & Young Thug & Rich Homie Quan,1,32,0,38
2014-09-13,2014-02-01,Loyal,Chris Brown & Lil Wayne & French Montana Or Too $hort Or Tyga,1,118,0,39
2014-09-13,2014-07-05,No Mediocre,T.I. & Iggy Azalea,1,48,0,40
2014-09-13,2014-05-17,Wiggle,Jason Derulo & Snoop Dogg,1,85,0,41
2014-09-13,2014-07-19,New Flame,Chris Brown & Usher & Rick Ross,1,92,1,42
2014-09-13,2014-05-03,Love Runs Out,OneRepublic,0,70,0,43
2014-09-13,2014-08-09,0 To 100 / The Catch Up,Drake,0,84,0,44
2014-09-13,2013-07-06,Counting Stars,OneRepublic,0,70,1,45
2014-09-13,2014-05-31,Drunk On A Plane,Dierks Bentley,0,46,0,46
2014-09-13,2014-07-26,Cool Kids,Echosmith,0,7,0,26
2014-09-13,2014-04-05,Summer,Calvin Harris,0,71,0,37
2014-09-13,2014-08-16,Hot Boy,Bobby Shmurda,0,4,0,25
2014-09-13,2014-03-22,Fancy,Iggy Azalea & Charli XCX,1,79,1,13
2014-09-13,2014-06-21,Shower,Becky G,0,13,0,23
2014-09-13,2014-06-21,Studio,ScHoolboy Q & BJ The Chicago Kid,1,46,1,48
2014-09-13,2014-09-06,Shake It Off,Taylor Swift,0,50,0,1
2014-09-13,2014-07-26,All About That Bass,Meghan Trainor,0,7,0,2
2014-09-13,2014-08-23,Anaconda,Nicki Minaj,0,71,0,3
2014-09-13,2014-08-16,Bang Bang,"Jessie J, Ariana Grande & Nicki Minaj",1,75,1,4
2014-09-13,2014-04-19,Stay With Me,Sam Smith,0,27,0,5
2014-09-13,2014-07-19,Black Widow,Iggy Azalea & Rita Ora,1,33,1,6
2014-09-13,2014-07-19,Break Free,Ariana Grande & Zedd,1,106,0,7
2014-09-13,2014-05-10,Rude,MAGIC!,0,18,0,8
2014-09-13,2014-05-24,Chandelier,Sia,0,17,0,9
2014-09-13,2014-01-18,Happy,Pharrell Williams,0,63,0,24
2014-09-13,2014-06-21,Boom Clap,Charli XCX,0,54,1,10
2014-09-13,2014-05-17,Problem,Ariana Grande & Iggy Azalea,1,75,1,12
2014-09-13,2014-05-03,Am I Wrong,Nico & Vinz,1,38,0,14
2014-09-13,2014-06-28,Rather Be,Clean Bandit & Jess Glynne,1,22,0,15
2014-09-13,2014-05-17,Bailando,Enrique Iglesias & Descemer Bueno & Gente de Zona,1,45,0,16
2014-09-13,2014-07-12,Don't Tell 'Em,Jeremih & YG,1,56,0,17
2014-09-13,2014-03-29,Latch,Disclosure & Sam Smith,1,50,1,18
2014-09-13,2013-09-21,All Of Me,John Legend,0,46,0,19
2014-09-13,2014-06-14,Habits (Stay High),Tove Lo,0,13,0,20
2014-09-13,2014-08-09,Burnin' It Down,Jason Aldean,0,55,0,21
2014-09-13,2014-09-13,Guts Over Fear,Eminem & Sia,1,56,1,22
2014-09-13,2014-07-05,Maps,Maroon 5,0,53,0,11
2014-09-13,2014-08-16,No Flex Zone,Rae Sremmurd,0,4,0,49
2014-09-13,2014-07-12,Leave The Night On,Sam Hunt,0,9,0,50
2014-09-13,2014-08-02,Roller Coaster,Luke Bryan,0,77,0,51
2014-09-13,2014-06-21,Day Drinking,Little Big Town,0,20,0,78
2014-09-13,2014-05-17,Love Never Felt So Good,Michael Jackson & Justin Timberlake,1,97,0,79
2014-09-13,2014-09-06,Waves,Mr. Probz,0,1,0,80
2014-09-13,2014-05-31,Main Chick,Kid Ink & Chris Brown,1,129,1,81
2014-09-13,2014-09-13,***Flawless,Beyonce & Nicki Minaj Or Chimamanda Ngozi Adichie,1,26,0,82
2014-09-13,2014-09-06,Walk Thru,Rich Homie Quan & Problem,1,22,0,83
2014-09-13,2014-08-30,Take Me To Church,Hozier,0,2,0,84
2014-09-13,2014-08-16,I Will Never Let You Down,Rita Ora,0,8,1,85
2014-09-13,2014-08-30,Hookah,Tyga & Young Thug,1,41,0,86
2014-09-13,2014-07-26,Dust,Eli Young Band,0,25,0,87
2014-09-13,2014-09-06,Neon Light,Blake Shelton,0,81,0,77
2014-09-13,2014-08-23,Cold One,Eric Church,0,56,0,88
2014-09-13,2014-05-10,We Are Tonight,Billy Currington,0,39,0,90
2014-09-13,2014-09-13,Somewhere In My Car,Keith Urban,0,54,0,91
2014-09-13,2014-08-30,Later On,The Swon Brothers,0,4,0,92
2014-09-13,2014-09-06,Delirious (Boneless),"Steve Aoki, Chris Lake & Tujamo & Kid Ink",1,44,1,93
2014-09-13,2014-08-30,Best Mistake,Ariana Grande & Big Sean,1,83,1,94
2014-09-13,2014-08-16,It Was Always You,Maroon 5,0,53,1,95
2014-09-13,2014-05-24,Good Kisser,Usher,0,17,0,96
2014-09-13,2014-09-13,24 Hours,TeeFLii & 2 Chainz,1,88,0,97
2014-09-13,2014-05-10,Who I Am With You,Chris Young,0,50,0,98
2014-09-13,2014-07-19,Foreign,Trey Songz,0,31,0,99
2014-09-13,2014-09-13,She Came To Give It To You,Usher & Nicki Minaj,1,88,1,89
2014-09-13,2014-05-10,Yeah,Joe Nichols,0,38,0,76
2014-09-13,2014-05-24,Come Get It Bae,Pharrell Williams,0,63,1,100
2014-09-13,2014-05-17,Work,Iggy Azalea,0,25,1,74
2014-09-13,2014-08-16,Girl In A Country Song,Maddie & Tae,1,6,0,75
2014-09-13,2014-05-03,We Dem Boyz,Wiz Khalifa,0,38,0,52
2014-09-13,2014-05-03,"Where It's At (Yep, Yep)",Dustin Lynch,0,16,0,53
2014-09-13,2014-09-06,Animals,Maroon 5,0,53,1,54
2014-09-13,2014-08-02,Hideaway,Kiesza,0,6,0,55
2014-09-13,2014-06-28,Hope You Get Lonely Tonight,Cole Swindell,0,30,0,56
2014-09-13,2014-06-14,Meanwhile Back At Mama's,Tim McGraw & Faith Hill,1,80,0,57
2014-09-13,2014-06-14,Believe Me,Lil Wayne & Drake,1,130,1,59
2014-09-13,2014-05-03,I Don't Dance,Lee Brice,0,59,0,60
2014-09-13,2014-07-12,Riptide,Vance Joy,0,9,0,61
2014-09-13,2014-06-07,Pills N Potions,Nicki Minaj,0,71,1,62
2014-09-13,2014-06-07,Somethin' Bad,Miranda Lambert Duet & Carrie Underwood,1,67,0,58
2014-09-13,2013-10-26,Ready Set Roll,Chase Rice,0,13,0,64
2014-09-13,2014-08-09,Stolen Dance,Milky Chance,0,5,0,65
2014-09-13,2014-06-14,Trumpets,Jason Derulo,0,68,1,66
2014-09-13,2014-05-24,River Bank,Brad Paisley,0,45,0,73
2014-09-13,2014-07-26,Bo$$,Fifth Harmony,0,18,0,67
2014-09-13,2014-06-28,Small Town Throwdown,Brantley Gilbert & Justin Moore & Thomas Rhett,1,66,0,68
2014-09-13,2014-07-26,Sunshine & Whiskey,Frankie Ballard,0,27,0,69
2014-09-13,2014-08-23,About The Money,T.I. & Young Thug,1,41,1,70
2014-09-13,2013-12-28,V. 3005,Childish Gambino,0,13,0,71
2014-09-13,2014-07-26,Fight Night,Migos,0,8,0,72
2014-09-13,2014-08-23,Fireball,Pitbull & John Ryan,1,74,0,63
2014-09-20,2014-05-24,2 On,Tinashe & ScHoolboy Q,1,52,0,34
2014-09-20,2014-07-05,No Mediocre,T.I. & Iggy Azalea,1,50,0,33
2014-09-20,2013-10-05,Dark Horse,Katy Perry & Juicy J,1,123,0,32
2014-09-20,2014-07-26,Dirt,Florida Georgia Line,0,89,0,27
2014-09-20,2014-06-28,Don't,Ed Sheeran,0,69,0,30
2014-09-20,2014-07-05,American Kids,Kenny Chesney,0,39,0,29
2014-09-20,2014-06-21,Shower,Becky G,0,14,0,28
2014-09-20,2014-08-09,0 To 100 / The Catch Up,Drake,0,85,0,35
2014-09-20,2014-08-02,Lifestyle,Rich Gang & Young Thug & Rich Homie Quan,1,34,0,31
2014-09-20,2014-08-16,No Flex Zone,Rae Sremmurd,0,5,0,36
2014-09-20,2014-08-02,Roller Coaster,Luke Bryan,0,78,0,47
